,fnlwgt,marital-status,occupation,relationship,capital-loss,education-num,workclass,capital-gain,first_name,last_names
34285,162840,Never-married,Sales,Own-child,0,8,Private,0,Stephanie,Vaughan
34286,203322,Divorced,Adm-clerical,Not-in-family,0,10,Local-gov,0,Jose,Turner
34287,305597,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Justin,Wilson
34288,107231,Married-civ-spouse,Prof-specialty,Husband,0,16,Self-emp-not-inc,0,Becky,Neal
34289,350759,Married-civ-spouse,Exec-managerial,Husband,0,9,Self-emp-inc,0,Mary,Carter
34290,261056,Never-married,Prof-specialty,Own-child,0,13,Self-emp-not-inc,2174,David,Hawkins
34291,89821,Never-married,Other-service,Own-child,0,7,Private,0,Donald,Forbes
34292,99697,Never-married,Handlers-cleaners,Own-child,0,9,Private,0,Michelle,Nolan
34293,150084,Separated,Protective-serv,Not-in-family,0,10,Local-gov,0,Eduardo,Rowland
34294,281784,Never-married,Tech-support,Not-in-family,1564,13,Local-gov,0,Stephen,Lowe
34295,146906,Married-civ-spouse,Exec-managerial,Husband,0,14,Private,0,Bobby,Tucker
34296,213799,Never-married,Handlers-cleaners,Not-in-family,0,6,Private,0,Jessica,Castillo
34297,109277,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Dr.,Wesley
34298,358382,Never-married,Other-service,Not-in-family,0,9,Private,0,Christopher,Hicks
34299,271354,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Robert,Flores
34300,47407,Never-married,?,Own-child,0,7,?,0,Nicholas,Miranda
34301,89083,Married-civ-spouse,Tech-support,Husband,0,11,Federal-gov,0,Holly,Dunn
34302,221172,Married-spouse-absent,Craft-repair,Not-in-family,0,3,Private,0,Joseph,Fischer
34303,174571,Married-civ-spouse,Craft-repair,Husband,0,6,Private,0,Dr.,Samantha
34304,312477,Married-civ-spouse,Transport-moving,Husband,0,10,Private,3908,Hannah,Pierce
34305,236601,Never-married,Sales,Not-in-family,0,10,Private,0,Julia,Martinez
34306,47686,Married-civ-spouse,Other-service,Wife,0,7,Private,0,Andrew,Ward
34307,204629,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Nicole,Lopez
34308,202606,Never-married,Exec-managerial,Not-in-family,0,12,Local-gov,0,Ashley,Combs
34309,320012,Married-civ-spouse,Adm-clerical,Wife,0,10,Private,0,Stephanie,Koch
34310,37913,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-not-inc,0,Karen,Zimmerman
34311,30497,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,15024,Shelby,Sandoval
34312,139000,Divorced,Sales,Unmarried,0,9,Private,0,David,Nelson
34313,176863,Married-civ-spouse,Exec-managerial,Husband,0,9,Self-emp-not-inc,0,Lisa,Fuller
34314,92811,Married-civ-spouse,Tech-support,Husband,0,13,Private,0,Elizabeth,Vaughn
34315,160724,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Mary,Douglas
34316,30529,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Kayla,Herrera
34317,32694,Married-civ-spouse,Prof-specialty,Husband,0,16,State-gov,0,Antonio,Beck
34318,143880,Married-civ-spouse,Prof-specialty,Husband,0,13,State-gov,0,Megan,Lee
34319,197184,Married-civ-spouse,Exec-managerial,Husband,0,13,State-gov,0,Lisa,Larsen
34320,287031,Married-civ-spouse,Prof-specialty,Husband,0,14,Local-gov,0,Ashley,Hamilton
34321,175778,Never-married,Prof-specialty,Own-child,0,13,Private,0,Charles,Harris
34322,166585,Divorced,Exec-managerial,Not-in-family,0,13,Private,0,Michael,Mckinney
34323,20323,Divorced,Other-service,Not-in-family,0,10,Private,0,Miguel,Reyes
34324,177487,Married-civ-spouse,?,Husband,0,9,?,0,Jeremy,Dennis
34325,60331,Divorced,Exec-managerial,Not-in-family,0,10,Private,0,Marie,Strong
34326,136824,Never-married,Other-service,Own-child,0,10,Private,0,Mark,Silva
34327,164725,Married-civ-spouse,Other-service,Wife,0,9,Self-emp-not-inc,3464,Mark,Potts
34328,353824,Married-civ-spouse,Craft-repair,Husband,1887,9,Private,0,Tammie,Hall
34329,116814,Widowed,Adm-clerical,Not-in-family,0,9,Private,0,Amanda,Anderson
34330,136204,Married-civ-spouse,Prof-specialty,Husband,1902,13,Self-emp-not-inc,0,Darren,Mccormick
34331,124569,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Bethany,Howard
34332,249727,Never-married,Adm-clerical,Own-child,0,10,Private,0,Marcus,Logan
34333,259865,Never-married,Adm-clerical,Not-in-family,0,9,Private,0,Brett,Romero
34334,512103,Divorced,Transport-moving,Not-in-family,0,10,Local-gov,0,Regina,Williams
34335,192254,Never-married,Sales,Own-child,0,10,Private,0,Todd,Kim
34336,230885,Married-civ-spouse,Protective-serv,Husband,0,13,Local-gov,0,Barbara,Hull
34337,188069,Married-civ-spouse,Sales,Husband,0,13,Private,0,Shelby,Cunningham
34338,201454,Divorced,Adm-clerical,Unmarried,0,10,Private,0,Natalie,Morgan
34339,108706,Married-civ-spouse,Tech-support,Wife,0,10,Private,0,Brenda,Larson
34340,37023,Married-civ-spouse,Farming-fishing,Husband,0,10,Self-emp-not-inc,0,Lori,Parker
34341,185764,Married-civ-spouse,Machine-op-inspct,Husband,0,10,Private,0,Paul,Ferrell
34342,226629,Separated,Sales,Unmarried,0,8,Private,0,Brandon,Castro
34343,31924,Widowed,Adm-clerical,Not-in-family,0,10,Private,0,Tiffany,Hill
34344,214071,Married-civ-spouse,Handlers-cleaners,Husband,0,6,Private,0,Jeffrey,Parker
34345,119129,Married-civ-spouse,Sales,Husband,2149,9,Self-emp-not-inc,0,Michael,Tapia
34346,189511,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Krystal,Hill
34347,306031,Never-married,?,Own-child,0,10,?,0,Tammy,Dean
34348,208899,Separated,Adm-clerical,Unmarried,0,13,Private,0,Bruce,Lee
34349,406641,Never-married,Handlers-cleaners,Other-relative,0,10,Private,0,Melissa,Greene
34350,189511,Married-civ-spouse,Other-service,Husband,0,11,Private,0,Alexander,Cook
34351,51939,Never-married,Sales,Own-child,0,7,Private,0,Sarah,Solis
34352,298871,Married-civ-spouse,Prof-specialty,Husband,0,16,Private,0,Jennifer,Wilkins
34353,333052,Divorced,Exec-managerial,Not-in-family,0,,Self-emp-not-inc,0,Daniel,Lawson
34354,267859,Married-civ-spouse,Protective-serv,Husband,0,10,Local-gov,0,Jeffrey,Wiggins
34355,296462,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Lisa,Dudley
34356,185330,Never-married,Craft-repair,Own-child,0,10,Private,0,Elizabeth,Yoder
34357,237713,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-inc,0,Jacqueline,Smith
34358,260333,Never-married,Other-service,Own-child,0,9,Private,0,Donna,Brown
34359,101265,Widowed,Adm-clerical,Unmarried,0,9,Local-gov,1471,Monica,Marshall
34360,70037,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Kevin,Armstrong
34361,113612,Married-civ-spouse,Prof-specialty,Husband,0,13,Federal-gov,0,Donald,Collier
34362,314539,Married-civ-spouse,Sales,Husband,0,9,Private,0,Kristin,Moore
34363,214242,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Scott,Powell
34364,208470,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Federal-gov,0,Maria,Peterson
34365,281860,Never-married,Prof-specialty,Not-in-family,0,13,Federal-gov,0,Cassandra,Fox
34366,430084,Never-married,Transport-moving,Not-in-family,0,10,Private,0,Scott,Atkins
34367,27053,Separated,Other-service,Unmarried,0,9,Self-emp-not-inc,0,Jennifer,Wilcox
34368,347166,Never-married,Exec-managerial,Not-in-family,0,9,Private,0,Amber,Osborne
34369,408773,Married-civ-spouse,Machine-op-inspct,Husband,0,10,Private,0,Samuel,Henderson
34370,69056,Divorced,Other-service,Own-child,0,9,Private,0,Eric,Brooks
34371,280278,Widowed,Prof-specialty,Unmarried,0,9,Private,0,Cynthia,Reynolds
34372,117210,Never-married,Tech-support,Own-child,0,10,State-gov,0,Jason,Powers
34373,90409,Never-married,Sales,Not-in-family,0,13,Private,0,Shelby,Lee
34374,408328,Married-spouse-absent,Handlers-cleaners,Unmarried,0,1,Private,0,Lauren,Wiley
34375,226296,Married-civ-spouse,Protective-serv,Husband,0,13,Local-gov,0,Kimberly,Hartman
34376,231439,Never-married,Handlers-cleaners,Own-child,0,7,Private,0,Sabrina,Sampson
34377,113461,Divorced,Machine-op-inspct,Not-in-family,0,9,Private,0,Michael,Arias
34378,378426,Married-civ-spouse,Prof-specialty,Husband,0,15,Local-gov,0,Kristine,Singleton
34379,92717,Never-married,Adm-clerical,Unmarried,1504,10,State-gov,0,Andrew,Fisher
34380,96062,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,David,Chambers
34381,60668,Never-married,Exec-managerial,Own-child,0,13,Private,0,Christian,Haynes
34382,69911,Never-married,Sales,Own-child,0,10,Private,0,John,Payne
34383,60751,Married-civ-spouse,Protective-serv,Husband,0,9,Private,0,Margaret,Case
34384,150463,Never-married,Priv-house-serv,Unmarried,0,9,Private,0,Carolyn,Dalton
34385,117789,Never-married,Adm-clerical,Own-child,0,13,Private,0,Adam,Santos
34386,351869,Married-civ-spouse,Transport-moving,Husband,1485,10,Private,0,Kyle,Dennis
34387,177675,Married-civ-spouse,Sales,Husband,0,13,Private,0,Kelly,Campos
34388,116736,Married-civ-spouse,Craft-repair,Husband,0,9,Local-gov,0,Joan,Wilson
34389,113522,Never-married,Machine-op-inspct,Not-in-family,0,9,Private,0,Justin,Richardson
34390,177420,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Sherri,Costa
34391,37672,Married-civ-spouse,Prof-specialty,Wife,0,13,Local-gov,0,Molly,Grimes
34392,119938,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-inc,0,Maureen,Tapia
34393,275369,Separated,Handlers-cleaners,Not-in-family,0,4,Private,0,Mariah,Hernandez
34394,56664,Divorced,Other-service,Not-in-family,0,9,Private,0,Brian,Ortiz
34395,170800,Never-married,Craft-repair,Own-child,0,9,Private,0,Steven,Galvan
34396,379710,Never-married,Sales,Own-child,0,9,Private,0,Peter,Marshall
34397,197332,Never-married,Exec-managerial,Not-in-family,0,13,Local-gov,0,Kelsey,Hendricks
34398,116508,Married-civ-spouse,Craft-repair,Husband,0,6,Private,0,John,Lane
34399,44216,Never-married,Adm-clerical,Not-in-family,0,14,Private,0,Marisa,Adams
34400,323798,Married-civ-spouse,Exec-managerial,Husband,0,13,Federal-gov,0,John,Fernandez
34401,213277,Married-civ-spouse,Craft-repair,Husband,0,10,Private,0,Donna,Hopkins
34402,216086,Never-married,Other-service,Own-child,0,7,Private,0,Melissa,Fisher
34403,100285,Married-civ-spouse,Tech-support,Husband,0,10,Private,0,Nicole,Beck
34404,405723,Married-civ-spouse,Machine-op-inspct,Husband,0,2,Private,0,William,Carlson
34405,148316,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Jamie,Sandoval
34406,50136,Married-civ-spouse,Other-service,Husband,0,3,Private,0,Christopher,Chandler
34407,166889,Never-married,Handlers-cleaners,Own-child,1602,10,Private,0,Amber,Curry
34408,99185,Divorced,Prof-specialty,Not-in-family,0,13,State-gov,0,Mark,Montes
34409,114691,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Michael,Smith
34410,33610,Never-married,Transport-moving,Own-child,0,9,Private,0,Christopher,Fields
34411,208503,Never-married,Transport-moving,Own-child,0,10,Private,0,Pamela,Moore
34412,182117,Never-married,Other-service,Own-child,0,10,Private,0,Lauren,Mueller
34413,398019,Never-married,Priv-house-serv,Not-in-family,0,4,Private,0,Charlene,Park
34414,120131,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-inc,0,Jorge,Glover
34415,369463,Never-married,Adm-clerical,Own-child,0,9,Private,0,Mr.,James
34416,292120,Divorced,Adm-clerical,Unmarried,0,9,Private,0,Alexis,Vazquez
34417,200783,Married-civ-spouse,Sales,Husband,0,10,Private,0,Andrea,Farmer
34418,451019,Never-married,Sales,Own-child,0,13,Self-emp-not-inc,0,James,Whitehead
34419,104525,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Andrea,Nelson
34420,153416,Never-married,Exec-managerial,Not-in-family,0,13,Private,0,Eduardo,Hernandez
34421,214706,Never-married,Other-service,Unmarried,0,9,Local-gov,0,Daniel,Wilson
34422,199600,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Judy,Johnson
34423,257042,Married-civ-spouse,Prof-specialty,Husband,0,10,Private,0,Julia,Vasquez
34424,137815,Widowed,Exec-managerial,Not-in-family,0,10,Self-emp-inc,0,Kenneth,Murphy
34425,83411,Married-civ-spouse,Sales,Husband,0,10,Private,0,Stacey,Mann
34426,71823,Married-civ-spouse,Adm-clerical,Husband,0,10,Federal-gov,0,Rachel,Leon
34427,278254,Never-married,Handlers-cleaners,Own-child,0,10,Private,0,Adrienne,Hensley
34428,260954,Widowed,Machine-op-inspct,Unmarried,0,6,Private,0,Richard,Jones
34429,121228,Divorced,Machine-op-inspct,Unmarried,1726,9,Private,0,Bradley,Roth
34430,190968,Never-married,Craft-repair,Own-child,0,4,Self-emp-not-inc,0,Tyler,Dean
34431,228372,Married-civ-spouse,?,Husband,0,10,?,0,Kelly,Wilkerson
34432,172577,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Melody,Lopez
34433,346978,Divorced,Prof-specialty,Unmarried,0,13,Private,0,Kim,Chang
34434,113106,Never-married,Other-service,Own-child,0,10,Private,0,Laura,Wright
34435,110188,Married-civ-spouse,Prof-specialty,Husband,0,13,Federal-gov,0,Jeremy,Le
34436,45093,Divorced,Craft-repair,Not-in-family,0,9,Self-emp-not-inc,0,Mr.,Kevin
34437,169323,Never-married,Prof-specialty,Not-in-family,0,14,State-gov,0,Ann,Hanson
34438,164427,Divorced,Adm-clerical,Own-child,0,9,Private,0,Shawna,Ward
34439,207385,Married-civ-spouse,Sales,Husband,0,10,Private,0,Matthew,Nunez
34440,348588,Never-married,?,Own-child,0,8,?,0,Mr.,David
34441,309513,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,William,Morton
34442,23646,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Danielle,Steele
34443,195878,Married-civ-spouse,Exec-managerial,Husband,0,9,Private,0,Jeffery,Ramirez
34444,124137,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-inc,99999,Daryl,Patel
34445,224097,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Norma,Wright
34446,110931,Widowed,,Not-in-family,0,9,,0,Madeline,Cole
34447,98015,Married-civ-spouse,Prof-specialty,Husband,0,16,Self-emp-not-inc,15024,Elizabeth,Sandoval
34448,139127,Divorced,Exec-managerial,Unmarried,0,10,Self-emp-inc,0,Crystal,Fox
34449,96099,Never-married,Prof-specialty,Not-in-family,0,13,Private,4101,Jonathan,Burch
34450,241885,Divorced,Craft-repair,Not-in-family,0,6,Self-emp-not-inc,0,Robert,Watkins
34451,198766,Widowed,Sales,Not-in-family,0,9,Self-emp-not-inc,0,Jessica,Soto
34452,276289,Never-married,Prof-specialty,Not-in-family,0,13,Private,0,Jenna,Schmidt
34453,71009,Never-married,Adm-clerical,Not-in-family,0,12,Private,0,Bradley,Faulkner
34454,99246,Never-married,Machine-op-inspct,Not-in-family,0,7,Private,0,Jonathan,Moss
34455,247981,Divorced,Craft-repair,Unmarried,0,9,Self-emp-inc,5455,Melinda,Gonzales
34456,340614,Married-civ-spouse,Prof-specialty,Husband,0,14,Private,0,Brittney,Long
34457,241962,Divorced,Machine-op-inspct,Not-in-family,0,9,Private,0,Lori,Jones
34458,216414,Married-civ-spouse,Prof-specialty,Husband,0,16,State-gov,0,Cathy,Gordon
34459,150568,Divorced,Exec-managerial,Unmarried,0,10,Private,0,Dylan,Perkins
34460,60374,Married-civ-spouse,Other-service,Own-child,0,9,Private,0,Evan,Curry
34461,119891,Married-civ-spouse,Machine-op-inspct,Husband,0,14,Self-emp-not-inc,0,Linda,Munoz
34462,138504,Never-married,Adm-clerical,Unmarried,0,10,Private,0,Kaitlyn,Leonard
34463,452205,Divorced,Other-service,Unmarried,0,9,Private,0,Catherine,Morales
34464,335973,Divorced,Adm-clerical,Unmarried,0,9,Private,0,Barry,Davis
34465,254834,Married-civ-spouse,?,Husband,0,13,?,10605,Jessica,Foster
34466,175509,Married-civ-spouse,Protective-serv,Husband,0,9,Local-gov,0,James,Dawson
34467,170877,Married-civ-spouse,Sales,Husband,0,9,Self-emp-not-inc,0,Tammy,Horn
34468,54651,Married-civ-spouse,Prof-specialty,Husband,0,14,Local-gov,0,Jessica,Patrick
34469,219446,Married-spouse-absent,Exec-managerial,Not-in-family,0,5,Private,0,Phillip,Warren
34470,110669,Separated,Prof-specialty,Unmarried,0,13,Private,0,Olivia,Rodriguez
34471,169180,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Kathryn,Bradford
34472,143582,Widowed,Sales,Own-child,0,14,Private,0,Tasha,Baldwin
34473,404998,Never-married,Craft-repair,Own-child,0,11,Self-emp-not-inc,0,Thomas,Hughes
34474,122240,Married-civ-spouse,Adm-clerical,Husband,0,9,Federal-gov,0,Patricia,Howard
34475,43712,Married-civ-spouse,Craft-repair,Husband,0,6,Private,0,Elizabeth,White
34476,162347,Married-civ-spouse,Exec-managerial,Husband,1902,15,Private,0,Michelle,Bailey
34477,298696,Never-married,Adm-clerical,Own-child,0,13,Private,0,Seth,Reed
34478,224984,Widowed,Adm-clerical,Not-in-family,0,9,Private,15831,Marissa,Armstrong
34479,346081,Married-civ-spouse,Prof-specialty,Husband,0,15,Private,15024,Andrew,Alexander
34480,213416,Married-civ-spouse,?,Husband,0,3,?,0,Robert,Duncan
34481,176689,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Beth,Anderson
34482,290688,Married-civ-spouse,Exec-managerial,Husband,0,14,State-gov,0,Teresa,Miranda
34483,302570,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Charlotte,Shelton
34484,27153,Never-married,Handlers-cleaners,Not-in-family,0,9,Private,0,Joshua,Hines
34485,34309,Never-married,Prof-specialty,Not-in-family,0,11,Private,0,Sean,Sparks
34486,152307,Married-civ-spouse,Machine-op-inspct,Husband,0,10,Private,0,Jennifer,Morales
34487,213179,Married-civ-spouse,Machine-op-inspct,Husband,0,10,Private,0,Joshua,Jimenez
34488,246891,Married-civ-spouse,Prof-specialty,Husband,1902,11,Private,0,Melinda,Warren
34489,145409,Married-civ-spouse,Craft-repair,Husband,0,10,Private,0,Judith,Young
34490,334679,Widowed,Prof-specialty,Unmarried,0,11,Private,0,Grace,Nelson
34491,133515,Never-married,Sales,Other-relative,0,10,Private,0,Christopher,Peterson
34492,169496,Married-civ-spouse,Handlers-cleaners,Husband,0,10,Private,0,Stefanie,Walter
34493,158948,Married-civ-spouse,Craft-repair,Husband,0,4,Private,3411,Jacob,Macdonald
34494,188171,Never-married,Transport-moving,Own-child,0,12,Private,0,Heather,Kramer
34495,121040,Never-married,Exec-managerial,Own-child,0,12,Private,0,Lynn,Richardson
34496,220589,Never-married,Adm-clerical,Not-in-family,0,12,Private,0,Claudia,Nguyen
34497,108574,Married-civ-spouse,Adm-clerical,Wife,0,10,Private,0,Mary,Pacheco
34498,91666,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Brandon,Arias
34499,163678,Married-civ-spouse,Sales,Husband,0,10,Private,0,Courtney,Bowers
34500,236330,Never-married,?,Own-child,1721,10,?,0,Evelyn,Walsh
34501,205249,Married-civ-spouse,Exec-managerial,Husband,0,14,Private,0,Craig,Kirby
34502,313022,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,4386,Nicholas,Hill
34503,245211,Never-married,Prof-specialty,Own-child,0,13,Private,0,Andrea,Bradshaw
34504,155862,Married-civ-spouse,Farming-fishing,Husband,0,9,Self-emp-not-inc,0,Rebecca,Ward
34505,110342,Married-civ-spouse,,Wife,0,9,,0,Ronald,Watkins
34506,34973,Married-civ-spouse,Sales,Husband,0,7,Private,0,Carolyn,Cohen
34507,186183,Married-civ-spouse,Prof-specialty,Husband,0,14,Private,0,Zachary,Jenkins
34508,238574,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-not-inc,0,Todd,Allen
34509,210313,Never-married,Handlers-cleaners,Other-relative,0,9,Private,0,Melinda,Baker
34510,68898,Married-civ-spouse,Exec-managerial,Husband,0,16,Local-gov,0,Brittany,Mckenzie
34511,282023,Married-civ-spouse,Prof-specialty,Husband,0,14,Private,0,Joseph,Gentry
34512,33608,Married-civ-spouse,?,Husband,0,10,?,9386,Ellen,Meza
34513,123780,Divorced,Machine-op-inspct,Unmarried,0,9,Private,0,Troy,Thompson
34514,189838,Never-married,Sales,Not-in-family,0,9,Private,0,Dawn,Palmer
34515,104973,Married-civ-spouse,Farming-fishing,Husband,0,14,Self-emp-not-inc,0,Allison,Maldonado
34516,232782,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Suzanne,Sullivan
34517,174215,Never-married,Exec-managerial,Not-in-family,0,13,Federal-gov,0,Karen,Beck
34518,118798,Married-civ-spouse,Craft-repair,Husband,0,9,Private,99999,Chad,Moore
34519,36012,Never-married,Craft-repair,Own-child,0,9,Self-emp-not-inc,0,Rebekah,Hansen
34520,237525,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,7688,Jackie,Medina
34521,211319,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,7298,Gregory,Bridges
34522,194740,Never-married,Adm-clerical,Not-in-family,0,10,Federal-gov,0,Anthony,Fernandez
34523,302142,Married-civ-spouse,?,Husband,0,9,?,2961,Beverly,Best
34524,231160,Never-married,Other-service,Own-child,0,10,Private,0,Phillip,Brown
34525,218956,Never-married,Tech-support,Own-child,0,10,Private,0,John,Spencer
34526,204641,Never-married,Other-service,Own-child,0,10,Private,0,Dr.,Kelly
34527,204304,Divorced,Adm-clerical,Not-in-family,0,9,Private,0,Ryan,Shaw
34528,109282,Never-married,Sales,Own-child,0,10,Private,0,Michelle,Riley
34529,110318,Divorced,Other-service,Unmarried,0,14,Private,0,Donald,Bishop
34530,317761,Never-married,?,Not-in-family,0,13,?,0,Rebecca,Long
34531,48585,Married-civ-spouse,Prof-specialty,Wife,0,10,Self-emp-not-inc,0,Christopher,Reyes
34532,102615,Married-civ-spouse,Exec-managerial,Husband,1902,9,Private,0,Christina,Smith
34533,26781,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Jeremy,Harrell
34534,409902,Never-married,Exec-managerial,Unmarried,0,9,Private,0,Jessica,Rodriguez
34535,251804,Widowed,?,Unmarried,0,3,?,0,Tyler,Fitzgerald
34536,167835,Never-married,Exec-managerial,Not-in-family,0,13,Private,3325,Ana,Hall
34537,39054,Married-civ-spouse,Exec-managerial,Husband,0,9,Private,0,Tracie,Macdonald
34538,231689,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Shawn,Olson
34539,95998,Divorced,Exec-managerial,Not-in-family,0,13,Private,0,Suzanne,Brown
34540,106627,Divorced,Exec-managerial,Unmarried,0,12,Private,0,Sheila,Fleming
34541,255276,Married-civ-spouse,?,Husband,0,10,?,0,Megan,Ramirez
34542,263574,Married-civ-spouse,Adm-clerical,Wife,0,11,Private,0,Patricia,Zimmerman
34543,119891,Married-civ-spouse,Exec-managerial,Husband,1672,10,Self-emp-inc,0,Daniel,Park
34544,85423,Married-civ-spouse,Transport-moving,Husband,0,10,Private,0,George,Freeman
34545,169611,Widowed,Adm-clerical,Unmarried,0,7,Private,0,Martin,Schultz
34546,201799,Never-married,Transport-moving,Own-child,0,13,Private,0,Miss,Helen
34547,92863,Never-married,Machine-op-inspct,Not-in-family,0,9,Private,0,Alexandra,Cook
34548,266091,Never-married,Prof-specialty,Not-in-family,0,13,Private,2907,Eric,Chase
34549,129699,Never-married,Adm-clerical,Not-in-family,0,9,Private,0,Gary,Yoder
34550,182177,Never-married,Other-service,Not-in-family,0,9,Private,0,Jamie,Medina
34551,217304,Never-married,Adm-clerical,Not-in-family,0,13,Local-gov,0,Steven,Meyer
34552,49626,Married-civ-spouse,Tech-support,Husband,0,11,Private,0,Frank,Mason
34553,107233,Never-married,Craft-repair,Other-relative,0,9,Self-emp-not-inc,0,Dominique,Craig
34554,469005,Divorced,Exec-managerial,Not-in-family,0,13,Private,0,Jennifer,Holmes
34555,126060,Married-civ-spouse,Sales,Wife,0,9,Private,0,Jeremy,Cole
34556,587310,Never-married,Other-service,Other-relative,0,4,Private,0,Mr.,Kenneth
34557,43953,Never-married,Prof-specialty,Not-in-family,0,12,Federal-gov,0,Amanda,Oneal
34558,173321,Divorced,Adm-clerical,Not-in-family,0,9,Private,0,Breanna,Allen
34559,436431,Married-civ-spouse,,Other-relative,0,1,,0,Daniel,Lopez
34560,163229,Married-civ-spouse,Transport-moving,Husband,0,4,Private,0,Daniel,Cooper
34561,63814,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Andrew,Donovan
34562,148900,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Heather,Randall
34563,251411,Divorced,Adm-clerical,Unmarried,0,10,Private,0,Thomas,Garcia
34564,36147,Married-civ-spouse,Farming-fishing,Husband,0,15,Private,10605,George,Wright
34565,165412,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Beth,Patterson
34566,377322,Married-civ-spouse,Machine-op-inspct,Husband,0,11,Private,0,David,Rojas
34567,135339,Married-civ-spouse,Exec-managerial,Husband,0,13,Self-emp-not-inc,7688,Rita,Andrade
34568,111900,Never-married,Prof-specialty,Not-in-family,0,10,Private,0,Colin,Baker
34569,172918,Never-married,Machine-op-inspct,Own-child,0,9,Private,0,Jamie,Dudley
34570,282062,Married-civ-spouse,Transport-moving,Husband,0,5,Private,0,Amy,Meyers
34571,99183,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Jesse,Durham
34572,52505,Married-civ-spouse,Farming-fishing,Husband,0,10,Self-emp-not-inc,0,Tracy,Mercer
34573,174032,Married-civ-spouse,Protective-serv,Husband,0,10,Private,0,April,Espinoza
34574,69481,Divorced,Machine-op-inspct,Not-in-family,0,9,Private,0,Lindsey,Spears
34575,206521,Married-civ-spouse,Sales,Husband,0,13,Private,0,Carla,Scott
34576,195636,Never-married,Exec-managerial,Not-in-family,0,6,Self-emp-not-inc,0,Brian,Wyatt
34577,163921,Married-civ-spouse,Sales,Husband,0,9,Self-emp-inc,0,Melvin,Fitzpatrick
34578,386175,Divorced,Sales,Not-in-family,0,10,Private,0,Brad,Evans
34579,299353,Divorced,Other-service,Unmarried,0,10,Private,0,Theresa,Webster
34580,269045,Married-civ-spouse,Prof-specialty,Husband,0,15,Private,0,Phillip,Rodriguez
34581,58065,Married-civ-spouse,Prof-specialty,Wife,0,13,Local-gov,0,Jordan,Davila
34582,132476,Divorced,Tech-support,Unmarried,0,16,Private,7430,Jeffrey,Myers
34583,133164,Never-married,Other-service,Not-in-family,0,4,Private,0,Kristi,Barrett
34584,90270,Married-civ-spouse,?,Own-child,0,12,?,0,Victoria,Hart
34585,168223,Divorced,Prof-specialty,Not-in-family,0,13,Self-emp-not-inc,0,Albert,Carrillo
34586,104973,Married-civ-spouse,Adm-clerical,Husband,0,9,Private,0,Kelly,Whitehead
34587,46087,Divorced,Exec-managerial,Not-in-family,0,13,Private,0,Danny,Gray
34588,128538,Never-married,?,Own-child,0,9,?,0,Kyle,Brown
34589,210866,Married-civ-spouse,Exec-managerial,Husband,0,9,Private,0,Annette,Brown
34590,195688,Married-civ-spouse,Adm-clerical,Wife,0,9,Private,0,Monique,Stevens
