,age,fnlwgt,education,education-num,race,capital-gain,capital-loss,first_name,last_names
20870,42,169995,Some-college,10,White,0,0,Chad,Fields
20871,56,243076,Some-college,10,White,0,0,Ana,Harrington
20872,20,219262,11th,7,White,0,0,Michelle,Young
20873,19,199495,HS-grad,9,White,0,0,Billy,Mora
20874,41,133692,Bachelors,13,White,0,0,Shane,Higgins
20875,37,173586,7th-8th,4,Black,0,0,Douglas,Sherman
20876,33,209317,5,,White,0,0,Carrie,Kennedy
20877,49,126268,Bachelors,13,White,0,0,Anthony,Mahoney
20878,38,131808,Assoc-voc,11,White,0,0,Alexis,Garcia
20879,26,214215,11th,7,White,0,0,Shannon,Levine
20880,42,203393,Bachelors,13,Black,0,0,Roberto,Briggs
20881,46,308334,1st-4th,2,Other,0,0,Thomas,Mayer
20882,33,452924,HS-grad,9,Other,0,0,Michelle,Smith
20883,51,124963,Prof-school,15,White,0,0,Shawn,Campbell
20884,49,125421,HS-grad,9,White,0,0,Logan,Carter
20885,24,211129,Bachelors,13,White,0,0,William,Wheeler
20886,21,79728,Some-college,10,White,0,0,Heather,Miller
20887,36,151094,Assoc-voc,11,White,0,0,Mr.,Scott
20888,57,172654,Prof-school,15,White,15024,0,Joel,Reyes
20889,62,135480,HS-grad,9,White,0,0,Sue,Leach
20890,31,158688,Assoc-voc,11,White,0,0,Jessica,Anderson
20891,19,249609,10,,White,0,0,Brittany,King
20892,29,137240,Some-college,10,White,0,0,Jessica,Brock
20893,47,140045,HS-grad,9,White,0,0,Joseph,Roberts
20894,61,120933,Some-college,10,White,0,0,Gregory,Cook
20895,42,118686,Some-college,10,White,0,0,Roger,Murphy
20896,28,198201,HS-grad,9,Black,0,0,Robert,Myers
20897,41,282964,Some-college,10,White,0,0,Kimberly,Hudson
20898,47,331650,HS-grad,9,White,0,0,Leonard,Foster
20899,25,234263,Bachelors,13,White,0,0,Tonya,Boyle
20900,51,40230,,9,White,0,0,Tyrone,Mitchell
20901,70,304570,Bachelors,13,Asian-Pac-Islander,0,0,Sheryl,Morton
20902,70,173736,Bachelors,13,White,0,0,Richard,Hutchinson
20903,31,247328,11th,7,White,0,0,Christopher,Franklin
20904,48,254809,10th,6,White,0,1594,Margaret,Johnson
20905,32,180603,Bachelors,13,White,0,0,Renee,Beck
20906,44,377018,Assoc-voc,11,White,0,0,Andrew,Macias
20907,75,309955,Prof-school,15,White,0,2174,Pamela,Brown
20908,27,237466,Bachelors,13,White,0,0,William,Chapman
20909,29,199450,Some-college,10,Black,0,0,Kenneth,Gonzalez
20910,47,191389,HS-grad,9,White,0,0,Wayne,Elliott
20911,19,117444,HS-grad,9,White,0,0,Nicole,Fields
20912,21,148294,HS-grad,9,White,0,0,Luis,Perez
20913,32,287229,HS-grad,9,White,0,0,James,Delgado
20914,17,236831,12th,8,Black,0,0,Rachel,Sanford
20915,54,192862,HS-grad,9,White,0,0,Lisa,Tyler
20916,30,425528,HS-grad,9,White,0,0,Lisa,Riley
20917,46,551962,,9,White,0,0,Lauren,Kelly
20918,19,197861,12th,8,White,0,0,John,Rivera
20919,29,183061,HS-grad,9,Amer-Indian-Eskimo,0,0,Pamela,Jenkins
20920,58,33725,Masters,14,White,0,0,Jaime,Smith
20921,27,406662,HS-grad,9,White,4416,0,Mrs.,Virginia
20922,52,137428,HS-grad,9,White,0,0,Thomas,Harris
20923,28,173858,HS-grad,9,Asian-Pac-Islander,0,0,Nina,House
20924,31,163890,Some-college,10,Black,0,0,Levi,Davis
20925,22,96844,Some-college,10,White,0,1602,Jeffrey,Howell
20926,27,200928,Some-college,10,White,0,0,Monica,Wright
20927,60,298967,7th-8th,4,White,0,0,Kimberly,Sanders
20928,56,368797,Masters,14,White,0,0,Joseph,Curry
20929,42,163985,,9,White,0,0,Rhonda,Knight
20930,27,126349,Some-college,10,White,0,0,Michael,Carter
20931,42,281315,Bachelors,13,White,0,0,Maria,Reese
20932,51,30012,HS-grad,9,White,0,0,Michelle,Gregory
20933,53,214691,Bachelors,13,White,0,0,Aaron,Williams
20934,22,335067,Bachelors,13,White,0,0,Nicholas,Blake
20935,48,99086,Bachelors,13,White,0,0,Edward,Jackson
20936,62,78273,Some-college,10,Black,0,0,Stephanie,Harrington
20937,25,169124,HS-grad,9,White,0,0,Roy,Daniels
20938,29,39484,Bachelors,13,White,7298,0,Jennifer,Orozco
20939,37,296212,HS-grad,9,White,0,0,Katherine,Peters
20940,34,209691,Assoc-voc,11,White,4386,0,Thomas,Johnson
20941,36,203717,HS-grad,9,White,0,0,William,Calderon
20942,50,137815,HS-grad,9,White,0,0,Michael,Ortega
20943,61,185152,11th,7,Black,0,0,Cynthia,Savage
20944,33,270889,HS-grad,9,White,0,0,Tracey,Eaton
20945,38,589838,HS-grad,9,White,0,0,Emily,Ortega
20946,36,185360,HS-grad,9,White,0,0,Cheryl,Eaton
20947,42,129684,9,,Black,5455,0,Derek,Cisneros
20948,29,394927,Some-college,10,White,0,0,Brittany,Rangel
20949,24,49154,11th,7,Amer-Indian-Eskimo,0,0,Yolanda,Dudley
20950,69,92852,HS-grad,9,White,0,0,Jill,Jackson
20951,46,297906,Bachelors,13,Asian-Pac-Islander,0,0,Carl,Lawson
20952,60,240521,HS-grad,9,White,7298,0,Evan,Allen
20953,27,221166,9th,5,White,0,0,Amanda,Stephens
20954,27,263552,HS-grad,9,White,0,0,Vicki,Romero
20955,25,196627,11th,7,White,0,0,Joseph,Rios
20956,52,157454,HS-grad,9,White,0,0,Brian,Riley
20957,27,108574,HS-grad,9,White,0,0,Yesenia,Rose
20958,30,48520,Assoc-acdm,12,White,0,2002,Austin,Choi
20959,39,140854,HS-grad,9,White,0,1902,Michelle,Hudson
20960,30,127875,Bachelors,13,White,0,0,Kyle,Merritt
20961,29,70100,HS-grad,9,White,0,0,Melissa,Perry
20962,46,183168,Bachelors,13,White,0,0,Carlos,Garcia
20963,33,175479,5th-6th,3,White,0,0,Dr.,Paul
20964,40,344060,Prof-school,15,White,0,0,Mary,Shelton
20965,23,180060,Bachelors,13,White,0,0,Kimberly,Baker
20966,46,265371,Some-college,10,White,0,0,Michelle,Bernard
20967,21,213341,11th,7,White,0,1762,Nicole,Nelson
20968,53,380086,HS-grad,9,White,7688,0,Raymond,Pope
20969,26,150553,Bachelors,13,Asian-Pac-Islander,0,0,Kyle,Herrera
20970,21,231053,HS-grad,9,White,0,0,Daniel,Byrd
20971,30,210906,HS-grad,9,White,0,0,Scott,Edwards
20972,36,89718,HS-grad,9,White,0,0,Derek,Pacheco
20973,53,175897,HS-grad,9,White,0,0,Laura,Trevino
20974,43,33331,Bachelors,13,White,0,0,Elizabeth,Walker
20975,27,150861,Some-college,10,White,0,0,Stephen,Hobbs
20976,23,189072,Bachelors,13,Black,0,0,James,Salinas
20977,51,243631,HS-grad,9,Asian-Pac-Islander,2105,0,Gregory,Mcmillan
20978,21,811615,HS-grad,9,Black,0,0,Danielle,Hughes
20979,37,36425,HS-grad,9,White,0,0,Beth,Nichols
20980,30,77634,HS-grad,9,White,0,0,Walter,Dunn
20981,39,54022,Some-college,10,White,0,0,Alexis,Marks
20982,34,146980,HS-grad,9,White,0,0,Marilyn,Graves
20983,58,140363,HS-grad,9,White,0,0,Carolyn,Davis
20984,27,205188,HS-grad,9,White,0,0,Deanna,Anderson
20985,17,206383,11th,7,White,0,0,Alice,Martin
20986,25,173062,13,,Black,0,0,Ronald,Lambert
20987,21,214635,Some-college,10,White,0,0,Margaret,Williams
20988,30,186269,Bachelors,13,White,0,0,Krystal,Sanders
20989,40,33310,Prof-school,15,White,0,2339,Adam,Decker
20990,23,381741,Assoc-acdm,12,White,0,1721,Kathleen,Moore
20991,57,35561,HS-grad,9,White,0,0,Jenna,Snyder
20992,37,193106,Bachelors,13,White,0,0,Kenneth,Scott
20993,33,511289,Assoc-voc,11,White,0,0,Joseph,Kelley
20994,45,152752,Assoc-voc,11,White,0,0,Whitney,Phillips
20995,26,68346,Masters,14,White,0,0,Jennifer,Olsen
20996,39,187921,HS-grad,9,White,0,0,Tiffany,Tyler
20997,74,172787,HS-grad,9,White,0,2282,Katrina,Zamora
20998,42,27661,Assoc-acdm,12,White,7298,0,Diana,Gordon
20999,40,213849,HS-grad,9,White,0,0,Michelle,Bullock
21000,27,123116,Some-college,10,White,0,2057,Karen,Floyd
21001,51,98642,HS-grad,9,White,14084,0,Stacy,Thomas
21002,22,125010,Assoc-voc,11,White,0,0,Ariana,Andrews
21003,54,81859,HS-grad,9,White,0,0,Frederick,Fitzgerald
21004,74,192290,10th,6,White,0,0,Juan,Smith
21005,56,217775,HS-grad,9,White,0,0,Brandon,Stanley
21006,40,200574,Assoc-acdm,12,White,0,0,Susan,Christensen
21007,24,90934,Bachelors,13,Asian-Pac-Islander,0,0,Alex,Williams
21008,39,505119,Masters,14,White,0,0,Daniel,Martinez
21009,69,50468,Prof-school,15,White,0,0,Edward,Walters
21010,37,33487,Some-college,10,Amer-Indian-Eskimo,0,0,Dawn,Guzman
21011,43,233851,HS-grad,9,White,0,0,Nicole,Rollins
21012,27,273929,HS-grad,9,White,0,0,Thomas,Russell
21013,55,178353,,5,White,10520,0,James,Walton
21014,31,164190,10th,6,White,0,0,Jacqueline,Pena
21015,17,34088,12th,8,White,0,0,Andrew,Robinson
21016,25,250038,Assoc-voc,11,White,0,0,Kevin,Lawrence
21017,37,103474,HS-grad,9,White,0,0,Kayla,Brewer
21018,66,68219,9th,5,White,0,0,Matthew,Mills
21019,58,112945,Prof-school,15,White,27828,0,Catherine,Farley
21020,30,94235,11th,7,White,0,0,Brenda,Robertson
21021,63,31389,,7,White,0,0,Todd,Parker
21022,34,34080,Assoc-voc,11,White,0,0,Amanda,Gardner
21023,32,244147,Bachelors,13,White,0,1876,Melissa,Steele
21024,46,345911,Some-college,10,White,0,0,Melissa,Andrews
21025,47,431245,7th-8th,4,White,0,0,Devin,Smith
21026,44,171424,Bachelors,13,White,0,0,Diane,Stout
21027,43,295510,HS-grad,9,White,0,0,Mallory,Tyler
21028,76,98695,Some-college,10,White,0,0,William,Walls
21029,33,186824,Some-college,10,White,0,0,Leah,James
21030,24,236696,Some-college,10,White,0,0,Brandon,Hinton
21031,35,93225,HS-grad,9,White,0,0,Kelly,Barton
21032,63,43313,10th,6,White,0,0,Phillip,Craig
21033,55,248841,Masters,14,White,0,1977,Brent,Williams
21034,38,179314,HS-grad,9,White,0,0,Julie,Malone
21035,78,82815,Some-college,10,White,0,0,Erin,Kemp
21036,41,110732,Some-college,10,White,0,0,Randall,Tate
21037,50,313445,HS-grad,9,Asian-Pac-Islander,0,0,Haley,Brown
21038,42,248356,HS-grad,9,White,0,0,Brian,Gilbert
21039,62,118696,HS-grad,9,White,0,0,Ellen,Baker
21040,55,200734,HS-grad,9,Black,0,0,Ryan,Hurley
21041,20,100605,HS-grad,9,Other,0,0,Christopher,Wilkinson
21042,49,94215,12th,8,White,0,0,Daniel,Beck
21043,39,195253,HS-grad,9,White,0,0,Maria,Dalton
21044,49,123713,Bachelors,13,White,0,0,Ashley,Nelson
21045,38,365907,Bachelors,13,White,0,0,Mason,Bautista
21046,45,207107,,12,Asian-Pac-Islander,0,2080,Joseph,Mcbride
21047,67,102693,HS-grad,9,White,1086,0,Damon,Murray
21048,55,164857,Some-college,10,White,0,0,Christopher,Ward
21049,63,154526,Some-college,10,White,0,0,Nicholas,Miller
21050,46,139514,Preschool,1,Black,0,0,Krystal,White
21051,20,121568,HS-grad,9,White,0,0,Pam,Anderson
21052,33,200246,Some-college,10,White,0,0,Sheryl,Caldwell
21053,25,226891,,11,Asian-Pac-Islander,0,0,Danielle,Brooks
21054,19,319889,HS-grad,9,White,0,0,Dr.,Matthew
21055,56,142076,Some-college,10,White,0,0,Mr.,Logan
21056,35,264627,11th,7,White,0,0,Ryan,Davidson
21057,67,101132,,4,White,1797,0,Kurt,Hall
21058,24,324445,HS-grad,9,White,0,0,Alyssa,Rosales
21059,40,206049,Some-college,10,White,0,0,Thomas,Mitchell
21060,46,364913,11th,7,Black,0,0,Kylie,Sanders
21061,23,173851,,10,White,0,0,Christopher,Lee
21062,29,107458,Bachelors,13,White,0,0,Alexandra,Underwood
21063,32,377017,Assoc-acdm,12,White,0,0,Terrance,Lopez
21064,50,386397,Bachelors,13,White,0,0,Glenn,Miller
21065,20,197997,Some-college,10,White,0,0,Crystal,Henderson
21066,36,117802,Assoc-voc,11,White,0,0,Marisa,Dean
21067,36,36635,Some-college,10,White,0,0,Diane,Cordova
21068,61,87300,HS-grad,9,White,0,0,Michael,Lane
21069,30,196385,Some-college,10,White,0,0,David,Harrison
21070,40,126701,9th,5,White,0,0,Katherine,Gonzales
21071,35,211440,Assoc-acdm,12,White,0,0,Alexander,George
21072,37,285637,HS-grad,9,Black,0,0,John,Conley
21073,25,250038,HS-grad,9,White,0,0,Beth,Johnston
21074,53,283602,Masters,14,White,15024,0,Emily,Walker
21075,23,435835,HS-grad,9,White,0,1669,Hannah,Potter
21076,50,34233,HS-grad,9,White,0,0,Christopher,Leonard
21077,17,165918,11th,7,White,0,0,Adrian,Sanford
21078,17,166242,,6,White,0,0,Kimberly,Wright
21079,44,91674,Masters,14,White,0,0,Anthony,Murphy
21080,42,106159,Bachelors,13,White,0,0,Jennifer,Barrett
21081,18,232190,HS-grad,9,White,0,0,Jennifer,Harrell
21082,66,116468,Masters,14,White,2936,0,Tina,Allen
21083,61,166124,HS-grad,9,White,0,0,Cynthia,Simon
21084,33,164190,Masters,14,White,0,0,Nicole,Phillips
21085,22,111697,Bachelors,13,White,0,0,Ms.,Tamara
21086,20,482732,HS-grad,9,White,0,0,Deborah,Day
21087,52,48947,Assoc-voc,11,White,0,0,Miss,Jessica
21088,25,137296,12,,Black,0,0,Matthew,Harvey
21089,36,102729,Assoc-acdm,12,White,0,0,Olivia,Robertson
21090,43,221550,Bachelors,13,White,0,0,Catherine,Martin
21091,29,159473,HS-grad,9,Black,0,0,Cynthia,Cobb
21092,26,104614,Bachelors,13,White,0,0,Chad,Hudson
21093,27,188909,,9,Black,0,0,Samantha,Tapia
21094,53,91911,HS-grad,9,Black,0,0,Denise,Henry
21095,36,167482,Some-college,10,White,0,0,Julie,Scott
21096,42,193626,HS-grad,9,White,0,0,Courtney,Saunders
21097,17,72321,11th,7,White,0,0,Anita,Rose
21098,28,196286,HS-grad,9,White,0,0,Dominic,Anthony
21099,31,381153,10th,6,White,0,0,Kevin,Martin
21100,46,188729,Assoc-acdm,12,Black,0,0,Kelli,White
21101,34,198953,Some-college,10,Black,0,0,Philip,Decker
21102,65,194456,Bachelors,13,White,0,0,Isabel,Riley
21103,50,313546,HS-grad,9,Black,0,0,Wesley,Reed
21104,69,32287,6,,White,0,0,Steven,Strong
21105,30,366876,11th,7,White,0,0,David,Rivas
21106,24,138938,,10,White,0,0,Elaine,Gibbs
21107,34,127651,Masters,14,White,0,0,Lauren,Tyler
21108,38,85566,Some-college,10,White,0,0,Caitlin,Harper
21109,30,347166,Bachelors,13,White,13550,0,Christy,Miller
21110,24,456460,Assoc-acdm,12,White,0,0,Audrey,Mccarthy
21111,19,212468,Some-college,10,White,0,0,Brandy,Thompson
21112,25,366416,HS-grad,9,White,0,0,Anthony,Ellison
21113,21,99199,HS-grad,9,White,0,0,Raymond,Mills
21114,30,143766,,9,White,0,0,Gabrielle,Hale
21115,30,121142,Bachelors,13,White,0,0,Crystal,Martin
21116,26,41521,HS-grad,9,White,0,0,Katherine,Wilson
21117,27,214858,HS-grad,9,White,0,0,Cesar,Williams
21118,39,80004,HS-grad,9,White,0,0,Robert,Bowman
21119,57,42298,Masters,14,Black,15024,0,Heidi,Arroyo
21120,34,228873,Doctorate,16,White,0,0,Dan,Hodge
21121,63,71800,7th-8th,4,White,0,0,Michelle,Mclaughlin
21122,24,114292,9th,5,White,0,0,Daniel,Cooper
21123,45,102771,13,,White,0,0,Emily,Garza
21124,42,208875,Some-college,10,White,0,0,Tammy,Love
21125,40,173651,Some-college,10,White,0,0,Susan,Henry
21126,32,253890,HS-grad,9,White,0,0,Makayla,Fowler
21127,34,54850,Bachelors,13,White,0,1590,James,Dillon
21128,77,271000,HS-grad,9,White,0,0,Troy,Reed
21129,51,270194,9th,5,White,0,0,Kevin,Hicks
21130,21,232591,HS-grad,9,White,0,0,Mrs.,Rachel
21131,30,236993,Some-college,10,White,0,0,Christina,Patrick
21132,60,197060,HS-grad,9,White,0,0,Kathryn,Bowers
21133,43,47818,13,,White,0,0,Brian,Kelley
21134,40,436493,HS-grad,9,White,0,0,Caitlin,Mitchell
21135,28,137898,HS-grad,9,White,0,0,Taylor,Weiss
21136,57,94156,Masters,14,White,7688,0,Hannah,Ball
21137,56,131916,HS-grad,9,White,0,0,Margaret,Reed
21138,54,133963,HS-grad,9,White,0,0,John,Drake
21139,24,126613,Bachelors,13,White,0,0,Tommy,Lynn
21140,27,244402,Assoc-acdm,12,White,0,0,Cynthia,Herrera
21141,26,302603,HS-grad,9,White,0,0,Karen,Perez
21142,37,220237,Bachelors,13,White,5178,0,Dawn,Vasquez
21143,45,181307,Prof-school,15,White,15024,0,Monique,Smith
21144,31,169240,HS-grad,9,White,0,0,Veronica,Terry
21145,22,216639,Some-college,10,White,0,1974,Kara,Casey
21146,46,95636,,10,White,0,0,David,Cook
21147,31,159123,Bachelors,13,White,0,0,Victoria,Nicholson
21148,41,284716,HS-grad,9,White,0,0,Craig,Hernandez
21149,40,87771,HS-grad,9,White,0,1628,Sandra,Harmon
21150,29,161097,HS-grad,9,Black,0,0,Gina,Mcconnell
21151,34,209768,HS-grad,9,White,0,0,Amy,Hayes
21152,57,211804,Bachelors,13,White,3103,0,Nathaniel,Sherman
21153,25,202203,Bachelors,13,White,0,0,Daniel,Phillips
21154,20,204596,Some-college,10,White,0,0,Nathan,Jones
21155,58,186791,Some-college,10,White,0,0,Amber,White
21156,40,343068,Masters,14,White,0,0,Gary,Salazar
21157,45,193451,Some-college,10,White,0,0,Anthony,Crane
21158,45,189890,HS-grad,9,White,0,0,Sydney,Allen
21159,46,43206,Doctorate,16,White,0,1564,Justin,Daniel
21160,24,26671,HS-grad,9,Amer-Indian-Eskimo,0,0,Adam,Smith
21161,23,129345,10th,6,White,0,0,Brianna,Dawson
21162,53,274276,9,,White,0,0,Ross,Sims
21163,32,82393,Bachelors,13,Asian-Pac-Islander,0,0,Evan,Ramirez
21164,52,35546,HS-grad,9,White,0,0,Allison,Allison
21165,57,185072,Some-college,10,Black,0,0,David,Griffin
21166,62,407669,4,,Black,0,0,Michele,Tyler
21167,35,179668,Some-college,10,White,0,0,Daniel,Snyder
21168,43,118261,Masters,14,White,0,0,Nicole,Freeman
21169,21,300445,HS-grad,9,Black,0,0,Jeffrey,Rich
21170,52,311350,HS-grad,9,White,0,0,Justin,Price
21171,22,192289,Some-college,10,White,0,0,Kathy,Ramirez
21172,50,338836,Bachelors,13,White,0,1887,Melissa,Obrien
21173,25,202480,Bachelors,13,White,0,0,Steven,Wilkinson
21174,34,110554,HS-grad,9,White,0,0,Dr.,Jill
21175,35,210945,Masters,14,White,0,0,Cassandra,Davis
21176,29,32897,HS-grad,9,White,0,0,Desiree,Washington
21177,50,180607,HS-grad,9,White,0,0,Brandy,Kirk
21178,34,190290,Bachelors,13,White,0,0,Mr.,Christopher
21179,39,224541,Assoc-acdm,12,White,0,0,Samantha,Russell
21180,67,95113,HS-grad,9,White,0,0,Crystal,Castro
21181,27,125298,Some-college,10,White,0,0,Melissa,Wilson
21182,18,240747,HS-grad,9,White,0,0,Kathleen,Smith
21183,18,43272,Some-college,10,White,0,0,Meredith,Horton
21184,51,204304,Some-college,10,White,0,0,Erin,Bean
21185,27,61387,Bachelors,13,White,0,0,Monique,Ochoa
21186,50,231196,Bachelors,13,White,0,0,Susan,Cervantes
21187,27,181659,HS-grad,9,White,0,0,Jaime,Perez
21188,34,113364,Assoc-acdm,12,White,0,0,Mr.,Matthew
21189,49,55938,Bachelors,13,White,0,0,William,Pena
21190,61,43904,HS-grad,9,Black,0,0,Laura,Moon
21191,27,240172,Some-college,10,White,0,0,Jordan,Patton
21192,26,196805,Some-college,10,Black,0,0,Mathew,Robinson
21193,22,112693,HS-grad,9,White,0,0,Gavin,Robinson
21194,18,296090,HS-grad,9,White,0,0,Debra,West
21195,19,177945,Some-college,10,White,0,0,Gina,Graham
21196,17,152710,10th,6,White,0,0,Douglas,Leach
21197,19,195985,HS-grad,9,White,0,0,Jessica,Woodward
21198,64,307786,1st-4th,2,White,0,0,Allison,Barker
21199,49,178215,Some-college,10,White,0,0,Kristen,Foster
21200,17,146890,9th,5,Black,0,0,Brenda,Pacheco
21201,19,316797,7th-8th,4,White,0,0,Jeffrey,James
21202,71,143437,Masters,14,White,10605,0,Penny,Mcintyre
21203,47,149218,HS-grad,9,White,0,0,Alexandra,Mcdonald
21204,20,94746,Some-college,10,White,0,0,Megan,Perez
21205,54,137678,HS-grad,9,White,0,0,Bob,Barron
21206,36,126569,Bachelors,13,White,0,0,Amy,Mclean
21207,18,301867,HS-grad,9,Amer-Indian-Eskimo,0,0,Albert,Fowler
21208,63,111306,7th-8th,4,White,0,0,Alison,Hunt
21209,19,495982,Some-college,10,White,0,0,Tracy,Torres
21210,37,25864,HS-grad,9,Amer-Indian-Eskimo,0,0,Rhonda,Calderon
21211,42,170230,Masters,14,White,14084,0,Susan,Perry
21212,18,238401,Some-college,10,White,0,0,Frank,Morales
21213,35,287031,Masters,14,White,8614,0,Sharon,Patterson
21214,41,156580,,13,White,0,0,Jack,Powell
21215,74,181508,HS-grad,9,White,0,0,Teresa,Rodgers
21216,41,425444,Bachelors,13,White,15024,0,Sylvia,Baker
21217,61,190955,Bachelors,13,White,7688,0,Adam,Rodriguez
21218,23,74568,Some-college,10,White,0,0,Michael,Blanchard
21219,28,190367,HS-grad,9,White,0,0,Matthew,Carter
21220,43,151089,Some-college,10,White,0,0,Jessica,Li
21221,46,192235,11th,7,Black,0,0,Cindy,Long
21222,39,188335,HS-grad,9,White,0,0,Nicholas,Berry
21223,42,282069,HS-grad,9,White,0,0,Christina,Gregory
21224,27,587310,Assoc-acdm,12,White,0,0,Scott,Spencer
21225,38,81965,Assoc-voc,11,White,0,0,Eric,Swanson
21226,44,227065,Bachelors,13,White,0,0,Patrick,Porter
21227,51,98719,HS-grad,9,White,0,0,Thomas,Mckinney
21228,31,257644,HS-grad,9,White,0,0,Virginia,Baker
21229,41,156526,Some-college,10,White,0,0,Marilyn,Carpenter
21230,45,202746,Bachelors,13,White,0,0,Patricia,Gillespie
21231,45,182470,Some-college,10,White,0,0,Javier,Ramos
21232,28,204247,Bachelors,13,White,0,0,Tara,Hernandez
21233,24,206891,HS-grad,9,White,0,0,Allen,Perez
21234,21,126314,Some-college,10,White,0,0,Tanya,Bauer
21235,19,263338,HS-grad,9,White,0,0,Bryan,Paul
21236,17,260797,10th,6,White,0,0,Phillip,Brock
21237,42,183479,Assoc-voc,11,White,0,0,Shawn,Young
21238,20,187158,HS-grad,9,White,0,0,Micheal,Brown
21239,17,221129,,5,White,0,0,Curtis,Wilson
21240,56,270859,Bachelors,13,White,0,1902,Tracey,Ross
21241,33,207201,HS-grad,9,White,0,0,Walter,Vasquez
21242,37,141584,Assoc-acdm,12,White,0,0,Candice,Mueller
21243,20,130959,Some-college,10,White,0,0,Jenny,Rios
21244,35,191628,Some-college,10,White,0,0,Vincent,Harris
21245,30,26252,Assoc-acdm,12,Amer-Indian-Eskimo,0,0,Brendan,Dorsey
21246,30,186420,Bachelors,13,White,0,0,Benjamin,Contreras
21247,45,231013,Bachelors,13,White,0,0,Nicholas,Henderson
21248,41,199018,,10,White,0,1504,Lisa,Kelley
21249,30,159323,Some-college,10,White,0,0,Dr.,Nicholas
21250,37,188563,Some-college,10,White,4386,0,Jimmy,Galvan
21251,45,202560,Assoc-acdm,12,White,0,0,Albert,Johnson
21252,28,472580,Some-college,10,Black,0,0,Leslie,Foley
21253,49,175622,Bachelors,13,White,0,0,Kristen,Knight
21254,57,22975,Masters,14,Black,0,0,Elizabeth,Avila
21255,61,60641,Some-college,10,White,0,0,Anthony,Cox
21256,46,362835,,12,White,0,0,Cheryl,Molina
21257,29,282944,16,,White,0,0,Amanda,Larson
21258,29,162312,Some-college,10,Asian-Pac-Islander,0,0,Gary,Kim
21259,39,197150,HS-grad,9,White,0,0,Cheyenne,Johnson
21260,26,182308,Some-college,10,White,0,0,Ellen,Rodriguez
21261,36,130589,Some-college,10,White,0,0,Christopher,Blackburn
21262,66,97847,Assoc-voc,11,White,0,0,Christina,Pugh
21263,50,213296,Some-college,10,White,0,0,Tracy,Howard
21264,32,172579,HS-grad,9,White,0,0,Sharon,Randall
21265,29,108126,9th,5,White,0,0,Kendra,Brown
21266,61,123273,5th-6th,3,White,0,1876,Allison,Li
21267,40,92717,,9,Black,0,0,Matthew,Francis
21268,51,106365,Assoc-acdm,12,White,0,0,Mrs.,Michelle
21269,20,197583,HS-grad,9,White,0,0,Daniel,Barber
21270,22,91733,Some-college,10,White,0,0,Rodney,Heath
21271,33,105229,Bachelors,13,White,0,0,Briana,Villanueva
21272,18,262118,Some-college,10,Asian-Pac-Islander,0,0,Keith,Stokes
21273,46,192128,Prof-school,15,White,0,0,Charles,Mccoy
21274,26,103148,HS-grad,9,White,0,0,Brenda,Chavez
21275,75,231741,Doctorate,16,White,4931,0,Paul,King
21276,25,263773,Some-college,10,White,0,0,Joe,Garza
21277,17,98209,11th,7,White,0,0,Tyler,Burke
21278,31,117659,11th,7,White,0,0,Jodi,Carpenter
21279,42,191712,Bachelors,13,White,0,1590,Melissa,Johnston
21280,50,66544,Masters,14,White,0,0,Paul,Larsen
21281,37,202139,Bachelors,13,White,0,0,Leslie,Lynch
21282,31,128220,7th-8th,4,White,0,0,Angela,Graham
21283,44,182771,Bachelors,13,Asian-Pac-Islander,0,0,Lauren,Morris
21284,23,258120,Some-college,10,White,0,0,Daniel,Gaines
21285,33,145434,11th,7,White,0,0,Andre,Choi
21286,47,59987,HS-grad,9,White,0,2002,Mr.,Edward
21287,40,151504,HS-grad,9,White,0,0,Susan,Johnson
21288,33,374905,HS-grad,9,White,0,0,Joseph,Richards
21289,48,315423,5th-6th,3,White,0,0,George,Woods
21290,23,193586,HS-grad,9,White,3908,0,Lindsey,Braun
21291,38,186191,HS-grad,9,White,0,0,Edward,Guerrero
21292,49,191821,Some-college,10,White,0,0,Denise,Le
21293,23,222835,Bachelors,13,White,0,0,Jennifer,Zimmerman
21294,36,46756,Some-college,10,White,0,0,Katie,Davis
21295,21,138575,HS-grad,9,White,0,0,Ernest,Kline
21296,33,1161363,,10,White,0,0,Jacqueline,Barron
21297,20,371089,HS-grad,9,White,0,0,Gabrielle,Sloan
21298,74,199136,Bachelors,13,White,15831,0,Steven,Rose
21299,51,63081,Assoc-acdm,12,White,0,0,Richard,Faulkner
21300,33,279524,HS-grad,9,White,0,0,Tammy,Patrick
21301,43,198282,HS-grad,9,White,0,0,Richard,Casey
21302,22,446140,HS-grad,9,White,0,0,Dr.,Clayton
21303,38,22494,Some-college,10,White,7443,0,Katherine,Proctor
21304,22,184975,HS-grad,9,White,0,0,Sophia,Morrison
21305,41,223934,Assoc-acdm,12,White,0,0,Rhonda,Lewis
21306,43,677398,Bachelors,13,White,0,0,John,Huffman
21307,20,94057,,10,White,0,0,Carly,Jones
21308,52,363405,HS-grad,9,White,0,0,Joshua,Erickson
21309,25,177625,HS-grad,9,White,0,0,Ricky,Wang
21310,24,189924,Assoc-voc,11,White,0,0,Matthew,Tapia
21311,53,236873,Masters,14,Black,0,0,Natasha,Evans
21312,23,102652,HS-grad,9,White,0,0,Sheryl,Terrell
21313,34,238588,Some-college,10,Black,0,0,Jennifer,Graham
21314,46,168441,Some-college,10,White,0,0,Susan,Campos
