,age,education,race,sex,hours-per-week,native-country,salary,first_name,last_names
36992,46,5th-6th,White,Male,40,Mexico,<=50K,Tyler,Smith
36993,23,Some-college,White,Female,24,United-States,<=50K,Erin,Kelley
36994,33,Some-college,Black,Female,30,Dominican-Republic,<=50K.,Alicia,Yates
36995,54,Masters,White,Male,68,United-States,>50K,Douglas,Edwards
36996,56,HS-grad,White,Female,45,United-States,<=50K,Eric,Lamb
36997,40,HS-grad,Black,Female,40,United-States,<=50K.,Joshua,Alvarez
36998,48,Masters,White,Male,40,United-States,>50K,Yvonne,Mccoy
36999,46,Some-college,White,Male,40,United-States,>50K,Dr.,Lori
37000,47,Prof-school,White,Male,35,United-States,<=50K,Michelle,Sanchez
37001,17,11th,White,Female,20,Puerto-Rico,<=50K,Karen,Fitzgerald
37002,46,Bachelors,White,Male,40,United-States,<=50K.,Dr.,Elizabeth
37003,23,HS-grad,White,Female,40,United-States,<=50K,Leah,Richards
37004,19,11th,White,Female,28,United-States,<=50K.,Shaun,Mccormick
37005,34,9th,Black,Male,38,United-States,<=50K.,Mr.,Jeffrey
37006,50,Doctorate,White,Female,50,United-States,<=50K,Keith,White
37007,17,11th,White,Female,20,United-States,<=50K,Cody,Walker
37008,31,Some-college,White,Female,40,Dominican-Republic,<=50K.,Meredith,Valdez
37009,34,Bachelors,White,Male,55,United-States,>50K,Heather,Reed
37010,62,HS-grad,White,Male,12,United-States,<=50K,Casey,Smith
37011,49,10th,White,Female,32,United-States,<=50K.,Madeline,Clark
37012,29,Some-college,White,Male,40,United-States,>50K.,Donna,Berger
37013,26,13,White,Male,30,United-States,<=50K,Chloe,Diaz
37014,34,10th,White,Male,40,Columbia,<=50K,Stephanie,Thomas
37015,21,Assoc-acdm,White,Female,5,United-States,<=50K,Tammy,Thomas
37016,34,HS-grad,White,Male,40,United-States,<=50K.,Joseph,Small
37017,34,Doctorate,White,Male,45,Germany,>50K,Stacy,Miller
37018,37,HS-grad,White,Male,46,United-States,>50K,Daniel,Kim
37019,25,Some-college,White,Male,50,United-States,<=50K,Ryan,Mendez
37020,33,Assoc-voc,White,Male,45,United-States,<=50K,Tony,Graves
37021,48,Bachelors,White,Male,55,United-States,<=50K,Joshua,Golden
37022,42,Some-college,White,Male,40,United-States,>50K.,Daniel,Fuentes
37023,27,11th,White,Male,40,United-States,<=50K,Madison,Brown
37024,21,HS-grad,White,Male,40,United-States,<=50K.,Sean,Clarke
37025,54,HS-grad,Black,Female,38,United-States,<=50K,Alyssa,Patel
37026,38,10,White,Male,40,United-States,<=50K,Christina,Grant
37027,36,Assoc-acdm,White,Male,55,United-States,<=50K,Brian,Ward
37028,18,11th,White,Female,20,United-States,<=50K,Rebekah,Campbell
37029,30,9th,White,Male,40,United-States,<=50K,Bobby,Hamilton
37030,45,Masters,White,Male,50,United-States,>50K,Susan,Monroe
37031,38,HS-grad,White,Male,40,United-States,<=50K,John,Merritt
37032,47,HS-grad,White,Male,40,United-States,<=50K,Michael,Fields
37033,22,Some-college,White,Male,50,United-States,<=50K,Amanda,Chang
37034,17,12th,White,Male,10,,<=50K.,Michael,Dickson
37035,46,Some-college,White,Male,40,United-States,<=50K,Linda,Williamson
37036,68,Masters,White,Male,45,United-States,<=50K.,Oscar,Wade
37037,56,Bachelors,White,Female,40,United-States,<=50K,Nicole,Stevens
37038,25,10th,White,Male,40,United-States,<=50K,Vicki,Hahn
37039,57,7th-8th,White,Male,75,United-States,<=50K,Katherine,Melton
37040,61,HS-grad,White,Male,40,United-States,<=50K,Bobby,Castro
37041,38,HS-grad,White,Male,40,United-States,<=50K,Dr.,Tammy
37042,24,Some-college,White,Female,40,United-States,<=50K.,Steve,Patrick
37043,54,Masters,White,Female,20,United-States,<=50K.,Douglas,Lewis
37044,32,Assoc-voc,White,Male,50,United-States,>50K.,Colleen,Bright
37045,32,Some-college,White,Male,40,United-States,<=50K,Misty,Mcdonald
37046,40,12th,White,Male,50,United-States,>50K,Robert,Stephens
37047,39,10th,White,Female,40,Mexico,<=50K.,Kenneth,Miller
37048,21,HS-grad,White,Female,28,United-States,<=50K,Sherri,Watson
37049,41,HS-grad,White,Male,40,United-States,>50K,Mike,Olson
37050,48,Bachelors,Asian-Pac-Islander,Female,36,Philippines,>50K,Karen,Colon
37051,24,HS-grad,Black,Female,40,United-States,<=50K.,Megan,Butler
37052,52,Masters,White,Male,40,United-States,<=50K,Morgan,Yang
37053,43,HS-grad,White,Female,35,United-States,<=50K.,William,Carter
37054,23,Assoc-voc,White,Male,45,United-States,<=50K.,Bradley,Sanchez
37055,52,5th-6th,White,Male,40,Mexico,<=50K,James,Porter
37056,37,Some-college,White,Male,50,United-States,>50K,Mr.,Peter
37057,34,4,Other,Female,48,,<=50K.,Lisa,Kelly
37058,34,HS-grad,White,Male,40,United-States,<=50K,Rhonda,Tucker
37059,37,11th,Black,Male,40,United-States,<=50K,Brandy,Murray
37060,73,HS-grad,White,Female,15,United-States,<=50K,Crystal,Burns
37061,45,HS-grad,White,Female,55,United-States,<=50K.,Erik,Cisneros
37062,42,HS-grad,White,Male,45,United-States,<=50K,Jessica,Johnston
37063,21,HS-grad,White,Female,40,United-States,<=50K,Matthew,Watson
37064,27,Some-college,White,Female,25,United-States,<=50K,Charles,Fischer
37065,36,HS-grad,White,Female,40,United-States,>50K,Michael,Schmidt
37066,30,Masters,White,Female,40,United-States,<=50K,Miss,Brandy
37067,32,HS-grad,White,Male,48,United-States,<=50K,Amanda,Richardson
37068,32,HS-grad,White,Male,40,United-States,<=50K.,Pamela,Hendricks
37069,25,Bachelors,White,Female,40,United-States,<=50K.,Tamara,Sweeney
37070,54,HS-grad,White,Male,70,United-States,<=50K,Gabriel,Robinson
37071,43,HS-grad,Black,Male,40,United-States,>50K.,Robert,Brown
37072,48,HS-grad,White,Male,42,United-States,>50K,Leslie,Johnson
37073,18,11th,White,Female,19,United-States,<=50K,Danny,Thompson
37074,45,Bachelors,White,Male,38,United-States,>50K,Katrina,Black
37075,50,Assoc-voc,White,Male,40,United-States,<=50K.,Jeffrey,Gordon
37076,38,Assoc-voc,White,Female,38,United-States,<=50K.,Jeff,Sanders
37077,21,Some-college,White,Male,40,United-States,<=50K.,Ryan,Briggs
37078,27,Bachelors,White,Female,40,United-States,<=50K,Kimberly,Gordon
37079,29,Bachelors,White,Male,40,United-States,<=50K.,Heather,Campos
37080,44,Some-college,Black,Female,40,United-States,<=50K,Susan,Ray
37081,22,Some-college,White,Male,35,United-States,<=50K.,Peggy,Patel
37082,50,HS-grad,Black,Male,60,United-States,<=50K,Karen,Frederick
37083,35,HS-grad,White,Male,45,United-States,>50K.,Raymond,Brown
37084,33,Masters,White,Male,40,United-States,>50K.,Joseph,Walsh
37085,47,Some-college,White,Female,35,United-States,<=50K,Justin,Torres
37086,26,Bachelors,White,Male,40,,<=50K.,Bryan,Sullivan
37087,50,HS-grad,White,Female,40,United-States,>50K.,Dr.,Curtis
37088,55,9th,White,Male,50,United-States,<=50K,Patrick,Farmer
37089,46,Prof-school,White,Male,60,United-States,>50K,Christine,Le
37090,37,HS-grad,White,Male,60,United-States,<=50K.,Mrs.,Elizabeth
37091,33,HS-grad,White,Male,48,United-States,<=50K.,Angela,Washington
37092,79,Some-college,White,Male,20,United-States,<=50K,Brandon,Mack
37093,25,Some-college,White,Female,50,United-States,<=50K.,Joan,Perry
37094,21,12,Amer-Indian-Eskimo,Female,46,United-States,>50K,Alec,Estrada
37095,32,Some-college,White,Male,20,United-States,<=50K.,Derrick,Clark
37096,50,Bachelors,White,Male,40,United-States,<=50K,Jonathan,Frey
37097,30,,White,Male,50,United-States,<=50K,Teresa,Allen
37098,50,9th,White,Male,40,United-States,<=50K.,Juan,Martin
37099,22,Some-college,White,Male,40,United-States,<=50K,Lisa,Reese
37100,35,Bachelors,White,Male,40,United-States,<=50K,Derrick,Tucker
37101,21,Some-college,White,Female,30,United-States,<=50K.,Mia,Wood
37102,48,HS-grad,White,Male,40,Dominican-Republic,<=50K,Casey,Knox
37103,22,Some-college,White,Female,25,United-States,<=50K.,Jason,Bell
37104,25,5th-6th,White,Male,40,Mexico,<=50K.,Julia,French
37105,26,HS-grad,Black,Male,40,United-States,<=50K,Christina,Bass
37106,50,Assoc-voc,White,Female,40,United-States,>50K,Victor,Pierce
37107,18,11th,Black,Female,50,United-States,<=50K,Michelle,Navarro
37108,43,Some-college,Black,Female,38,United-States,>50K,James,Chandler
37109,42,HS-grad,White,Male,40,United-States,<=50K.,Melissa,Collins
37110,33,HS-grad,Black,Male,40,,<=50K.,Mr.,Jacob
37111,24,Some-college,White,Male,48,United-States,<=50K,Tonya,Steele
37112,54,HS-grad,White,Male,40,Portugal,<=50K.,Gregory,Clarke
37113,39,,White,Male,40,United-States,>50K,Mark,Patterson
37114,33,Some-college,White,Female,40,United-States,<=50K,Teresa,Galvan
37115,43,Bachelors,White,Male,40,United-States,>50K,Maria,Carey
37116,52,Some-college,White,Female,40,United-States,<=50K,Corey,Dean
37117,30,Some-college,White,Female,60,United-States,<=50K,Jonathan,Ellison
37118,18,12th,White,Female,12,United-States,<=50K.,Katrina,Mcdonald
37119,65,,White,Male,40,Germany,>50K.,Kevin,Smith
37120,33,HS-grad,White,Male,40,United-States,<=50K,Laura,Mccoy
37121,25,1st-4th,White,Male,96,Mexico,<=50K,Nicholas,Reyes
37122,19,Some-college,White,Female,12,United-States,<=50K.,Gary,Stewart
37123,26,Prof-school,White,Male,20,United-States,<=50K,Colleen,Galvan
37124,26,9th,White,Male,40,Mexico,<=50K.,Nathan,Ford
37125,63,Some-college,White,Male,60,United-States,>50K.,Michael,Castaneda
37126,54,,White,Male,45,United-States,<=50K.,Rachel,Klein
37127,50,HS-grad,White,Male,40,United-States,<=50K,Michelle,May
37128,31,Some-college,White,Male,16,United-States,<=50K,Alyssa,Clark
37129,37,Bachelors,White,Male,40,United-States,>50K,Daniel,Ortiz
37130,58,Some-college,White,Male,50,United-States,>50K.,Michelle,Thompson
37131,47,HS-grad,White,Male,20,United-States,>50K.,Cassandra,Moore
37132,48,Bachelors,Black,Male,40,United-States,>50K,Jeffrey,Rodriguez
37133,31,Some-college,Asian-Pac-Islander,Male,40,South,<=50K,Philip,Mcdaniel
37134,76,7th-8th,White,Male,10,United-States,<=50K,Jennifer,Walsh
37135,24,HS-grad,White,Male,35,El-Salvador,<=50K,Christy,Reed
37136,50,HS-grad,White,Male,40,United-States,<=50K.,Scott,Allen
37137,30,Some-college,White,Male,40,United-States,>50K,Erika,Garrison
37138,18,11th,White,Male,20,United-States,<=50K,Justin,Medina
37139,39,HS-grad,White,Male,40,United-States,<=50K,Dr.,Melissa
37140,32,Assoc-voc,White,Female,7,United-States,<=50K.,Ryan,West
37141,39,Some-college,White,Male,40,United-States,<=50K,Rodney,Cook
37142,22,HS-grad,White,Male,40,United-States,<=50K.,Mark,Burton
37143,37,Some-college,Asian-Pac-Islander,Male,55,United-States,<=50K,Christopher,Branch
37144,50,Masters,Black,Female,30,?,<=50K,Yolanda,Allen
37145,46,9,White,Male,50,United-States,>50K.,Angel,Hughes
37146,40,Bachelors,White,Male,50,United-States,>50K.,Juan,Murillo
37147,30,HS-grad,White,Female,40,United-States,>50K,Cassandra,Hopkins
37148,35,HS-grad,Black,Male,60,United-States,>50K,Laurie,Bradley
37149,40,HS-grad,White,Male,40,United-States,<=50K,Mr.,Gregory
37150,52,Bachelors,White,Male,45,United-States,>50K,Rachel,Parks
37151,49,Assoc-voc,White,Male,42,United-States,<=50K,Colleen,Houston
37152,37,9,White,Male,50,United-States,<=50K,Samantha,Allen
37153,18,HS-grad,White,Male,40,Puerto-Rico,<=50K.,Kathryn,Logan
37154,55,Bachelors,Black,Male,40,United-States,>50K.,Joel,Russell
37155,22,Some-college,White,Female,18,United-States,<=50K,Annette,Hernandez
37156,19,HS-grad,White,Male,40,United-States,<=50K.,Brenda,Smith
37157,62,10th,Black,Male,40,United-States,<=50K.,Natasha,Clarke
37158,17,9th,Black,Male,40,United-States,<=50K,Manuel,Moore
37159,38,Bachelors,White,Male,30,,<=50K.,Brandy,Browning
37160,45,Some-college,White,Male,50,United-States,>50K,Anthony,Anderson
37161,36,Bachelors,White,Female,40,United-States,<=50K.,Jennifer,Hancock
37162,24,Assoc-voc,Black,Female,40,United-States,<=50K,Philip,Houston
37163,29,HS-grad,White,Female,20,France,<=50K,Rodney,Arias
37164,39,Bachelors,White,Male,45,Philippines,>50K,Keith,Newton
37165,58,Bachelors,White,Male,60,United-States,>50K,Matthew,Vazquez
37166,30,11th,White,Male,50,United-States,<=50K.,Christopher,Stephenson
37167,25,Some-college,White,Female,45,United-States,<=50K,Stephanie,Robbins
37168,25,Some-college,White,Male,50,United-States,<=50K.,Jessica,Jackson
37169,29,Assoc-acdm,White,Female,40,United-States,<=50K,Brett,Holloway
37170,32,HS-grad,White,Male,45,United-States,<=50K,Alicia,Roth
37171,46,Some-college,White,Male,45,United-States,>50K,Samuel,Trujillo
37172,44,Doctorate,White,Male,40,United-States,>50K,Tara,Gonzales
37173,30,Some-college,White,Male,40,United-States,<=50K.,Kelly,Dickerson
37174,46,Bachelors,White,Male,40,United-States,>50K,Jennifer,Weeks
37175,34,HS-grad,White,Male,40,United-States,<=50K,Todd,Cooper
37176,62,7th-8th,White,Female,38,Columbia,<=50K,Sandra,Phillips
37177,30,Some-college,White,Male,40,United-States,<=50K,Kayla,Wells
37178,31,Some-college,White,Male,40,United-States,<=50K,Daniel,Long
37179,23,Some-college,White,Male,32,United-States,<=50K,Jacob,Ramirez
37180,18,HS-grad,White,Female,24,United-States,<=50K.,Renee,Long
37181,24,Bachelors,Asian-Pac-Islander,Male,40,United-States,<=50K,Victor,Walker
37182,51,HS-grad,White,Male,55,United-States,>50K.,Jared,Randall
37183,49,Bachelors,White,Male,44,United-States,<=50K,Robert,Dean
37184,30,HS-grad,White,Male,60,United-States,<=50K.,Paula,Brewer
37185,35,Bachelors,White,Female,40,United-States,<=50K,Eddie,Smith
37186,27,HS-grad,White,Male,45,United-States,<=50K.,Adrian,White
37187,25,HS-grad,White,Male,50,United-States,<=50K.,Vanessa,Brown
37188,62,HS-grad,White,Male,18,United-States,<=50K,Gregory,Anderson
37189,40,Masters,White,Male,40,United-States,>50K,Jeremiah,Lee
37190,30,Assoc-acdm,White,Male,40,United-States,<=50K,Thomas,Webster
37191,73,Doctorate,White,Male,2,United-States,<=50K.,Hannah,Hawkins
37192,23,Bachelors,White,Female,32,United-States,<=50K,Steven,Knight
37193,50,Masters,White,Female,35,United-States,<=50K,Stephen,Banks
37194,47,Some-college,Black,Female,35,United-States,<=50K,Jeremy,Bennett
37195,26,Bachelors,Black,Female,40,United-States,>50K,Jesse,Romero
37196,74,Some-college,White,Male,16,United-States,<=50K,Garrett,Chang
37197,17,11th,White,Female,20,United-States,<=50K,April,Garcia
37198,42,Masters,White,Male,50,United-States,<=50K.,Curtis,Garcia
37199,23,HS-grad,White,Female,16,United-States,<=50K,Jack,Anderson
37200,27,Some-college,White,Female,40,United-States,<=50K,James,White
37201,38,HS-grad,White,Male,40,United-States,<=50K.,Kathryn,Kelley
37202,54,HS-grad,White,Male,40,England,>50K,Kyle,Hodge
37203,33,Doctorate,White,Male,45,United-States,>50K,Samuel,Gilbert
37204,45,Assoc-voc,White,Female,38,United-States,<=50K,Melinda,Barker
37205,33,HS-grad,White,Female,32,United-States,<=50K,Mary,Kelly
37206,18,Some-college,White,Female,40,United-States,<=50K.,Michelle,Mayo
37207,22,Bachelors,White,Female,30,United-States,<=50K,Andrew,Bennett
37208,26,HS-grad,White,Female,40,United-States,<=50K,Nicolas,Frye
37209,23,Some-college,White,Female,40,United-States,<=50K,Diana,Harrington
37210,22,HS-grad,White,Male,45,United-States,<=50K.,Amy,Ross
37211,61,HS-grad,White,Female,40,United-States,<=50K.,Billy,Hicks
37212,38,Bachelors,White,Male,48,United-States,<=50K,Anthony,Williams
37213,18,HS-grad,White,Male,40,United-States,<=50K.,Charles,Francis
37214,21,Some-college,White,Male,15,United-States,<=50K,Jermaine,Weber
37215,37,Masters,White,Male,60,Iran,>50K,Angelica,Daniels
37216,40,10th,Black,Male,40,United-States,<=50K,Craig,Potter
37217,47,Some-college,White,Male,40,United-States,<=50K,Rodney,Mosley
37218,20,Some-college,White,Male,35,United-States,<=50K.,Hannah,Zamora
37219,59,HS-grad,White,Male,40,United-States,<=50K,Nicole,Kim
37220,26,Bachelors,Black,Female,40,United-States,<=50K,Kyle,Campbell
37221,20,HS-grad,White,Male,40,United-States,<=50K.,Randall,Haley
37222,22,Some-college,White,Female,40,United-States,<=50K,Sherry,Dunlap
37223,51,Bachelors,White,Female,43,United-States,>50K,Vincent,James
37224,49,Prof-school,White,Male,40,United-States,>50K.,Richard,Wolf
37225,65,Prof-school,White,Male,8,United-States,<=50K.,Sara,Richards
37226,22,HS-grad,White,Female,48,United-States,<=50K.,Madison,Aguilar
37227,34,11th,White,Female,65,Guatemala,<=50K.,Nathan,Lopez
37228,48,Prof-school,White,Male,63,United-States,>50K,Phyllis,Flores
37229,41,HS-grad,White,Male,40,United-States,<=50K,John,Cox
37230,22,Bachelors,White,Male,20,United-States,<=50K,Miss,Tammy
37231,65,Bachelors,White,Male,40,United-States,>50K.,Carlos,Dougherty
37232,32,Bachelors,White,Male,60,United-States,>50K,Timothy,Berger
37233,52,Some-college,White,Female,50,United-States,<=50K.,Daryl,Vincent
37234,23,5th-6th,White,Male,50,United-States,<=50K,Seth,Bates
37235,25,Some-college,White,Male,24,United-States,<=50K,David,Macdonald
37236,84,HS-grad,White,Female,33,United-States,<=50K,Heather,Norman
37237,22,9th,White,Male,35,Mexico,<=50K,Kristin,Perry
37238,25,HS-grad,Black,Female,40,United-States,<=50K.,Samantha,Galvan
37239,23,Bachelors,White,Female,60,United-States,<=50K,Jeffery,Francis
37240,25,HS-grad,White,Female,40,United-States,<=50K,Crystal,Rasmussen
37241,56,Bachelors,White,Male,40,United-States,>50K.,Ashley,Hawkins
37242,64,HS-grad,Asian-Pac-Islander,Male,35,United-States,>50K,Jacqueline,Kemp
37243,37,HS-grad,Black,Male,40,United-States,<=50K.,Mr.,Christopher
37244,44,HS-grad,White,Male,60,United-States,<=50K,Rachel,Zimmerman
37245,34,Some-college,White,Male,20,United-States,<=50K,Sandra,Mann
37246,26,HS-grad,White,Male,40,United-States,<=50K,Diane,Johns
37247,28,Some-college,Asian-Pac-Islander,Male,20,United-States,<=50K,Anthony,Faulkner
37248,59,HS-grad,White,Male,40,United-States,>50K,Tyler,Hoover
37249,56,Doctorate,White,Male,56,United-States,<=50K.,Brenda,King
37250,49,Bachelors,Black,Female,35,United-States,>50K.,Mark,Thomas
37251,47,Bachelors,Black,Male,50,United-States,>50K,Ariel,Griffin
37252,48,Masters,White,Male,40,United-States,<=50K.,Rachel,Colon
37253,43,HS-grad,White,Male,40,Mexico,<=50K,Mrs.,Robyn
37254,46,Assoc-voc,White,Male,48,United-States,>50K,Monica,Miller
37255,40,Bachelors,White,Female,45,United-States,<=50K,Kevin,Carlson
37256,55,HS-grad,White,Male,60,United-States,<=50K,Steven,Frank
37257,36,10th,White,Male,40,United-States,<=50K,Kyle,Austin
37258,22,Some-college,White,Female,17,United-States,<=50K,Samantha,Oconnor
37259,63,HS-grad,White,Male,35,United-States,<=50K,Edward,Rangel
37260,39,Bachelors,White,Male,55,United-States,<=50K.,Maria,Carpenter
37261,26,13,White,Male,40,United-States,<=50K.,Patricia,Middleton
37262,31,HS-grad,White,Male,40,United-States,<=50K.,Randy,Hicks
37263,20,Some-college,Black,Female,18,United-States,<=50K,Stacey,Burke
37264,48,HS-grad,White,Female,30,United-States,<=50K,Mario,Davis
37265,50,Assoc-voc,Asian-Pac-Islander,Male,40,United-States,>50K.,Michael,Pollard
37266,46,Bachelors,White,Male,50,United-States,>50K.,Alexa,Thompson
37267,28,HS-grad,White,Male,50,United-States,<=50K,Virginia,Powell
37268,64,Doctorate,White,Male,60,United-States,>50K,Mr.,Logan
37269,35,,White,Male,35,United-States,<=50K,Mary,Craig
37270,20,Some-college,Asian-Pac-Islander,Female,20,United-States,<=50K,Kyle,Lowe
37271,43,HS-grad,White,Male,42,United-States,>50K,Molly,Rodriguez
37272,61,7th-8th,White,Male,40,Italy,<=50K,Andrew,Nichols
37273,62,Assoc-acdm,White,Female,40,United-States,<=50K.,Dean,Dixon
37274,46,7th-8th,White,Female,24,Guatemala,<=50K,Vicki,Howard
37275,42,1st-4th,White,Male,60,?,<=50K,Rhonda,Berry
37276,33,HS-grad,White,Male,50,United-States,<=50K.,Christian,Harris
37277,40,Assoc-voc,White,Male,35,United-States,<=50K.,Dr.,Jennifer
37278,28,Some-college,White,Female,40,United-States,<=50K,Lori,Green
37279,65,HS-grad,White,Male,40,United-States,<=50K.,Benjamin,Day
37280,37,9,White,Male,40,United-States,<=50K,Peter,Boyd
37281,31,Some-college,White,Female,45,United-States,<=50K,Danielle,Pierce
37282,33,HS-grad,White,Male,40,United-States,<=50K,Joseph,Juarez
37283,19,Some-college,White,Female,20,United-States,<=50K.,Karen,Barrera
37284,34,Some-college,White,Female,40,United-States,<=50K.,Tyler,Waters
37285,46,HS-grad,White,Male,40,United-States,<=50K.,Allison,Cunningham
37286,51,Some-college,White,Male,40,United-States,<=50K,Lauren,Ponce
37287,34,10th,White,Female,35,United-States,<=50K,Norma,Levy
37288,52,,White,Male,40,?,>50K,Robin,Tran
37289,22,9,Black,Female,24,United-States,<=50K.,Jonathan,Murillo
37290,51,12th,White,Male,40,United-States,<=50K,Andrew,Huerta
37291,49,HS-grad,White,Female,40,United-States,<=50K,Miguel,Kelly
37292,61,Prof-school,White,Male,50,United-States,>50K,Kyle,Monroe
37293,23,HS-grad,White,Male,40,United-States,<=50K.,Briana,Myers
37294,19,Some-college,White,Female,15,United-States,<=50K,Christina,Ball
37295,36,Assoc-acdm,White,Female,37,United-States,<=50K,Jennifer,Torres
37296,57,5th-6th,White,Male,40,United-States,<=50K.,Tammy,Jones
37297,46,,White,Male,65,United-States,<=50K,Jessica,Wilson
37298,34,Bachelors,White,Male,40,United-States,<=50K.,Abigail,Bailey
37299,25,Bachelors,White,Male,40,United-States,<=50K,Adam,Henry
37300,49,Bachelors,White,Male,75,United-States,>50K.,Rachel,Edwards
37301,19,Some-college,White,Male,12,United-States,<=50K,Toni,Johnson
37302,47,HS-grad,Black,Male,40,United-States,<=50K,Carolyn,Mclaughlin
37303,23,Some-college,White,Male,40,United-States,>50K.,Todd,Arias
37304,42,Some-college,Other,Male,40,United-States,>50K,Alex,Cook
37305,45,Assoc-acdm,White,Female,38,United-States,<=50K,Megan,Orr
37306,26,Bachelors,White,Male,80,United-States,<=50K.,Levi,Rodriguez
37307,25,HS-grad,Black,Male,40,United-States,<=50K,Angela,Garcia
37308,32,,White,Female,40,France,>50K,Deborah,Lewis
37309,41,Masters,White,Male,40,Peru,<=50K,Nathan,May
37310,41,Some-college,Black,Female,99,United-States,<=50K.,Alex,Lawrence
37311,51,HS-grad,White,Male,40,United-States,<=50K,Todd,Schultz
37312,30,HS-grad,White,Male,42,United-States,<=50K,Kevin,Wright
37313,66,Doctorate,Black,Male,35,Jamaica,>50K,Shane,Hull
37314,50,HS-grad,White,Male,40,United-States,>50K.,Kelly,Parsons
37315,57,HS-grad,White,Male,40,Cuba,<=50K,Yvette,Bean
37316,41,Assoc-acdm,Asian-Pac-Islander,Female,36,United-States,<=50K,Elizabeth,Mcfarland
37317,32,Some-college,Black,Female,40,United-States,<=50K,Ronald,Wilson
37318,58,Some-college,White,Female,40,United-States,<=50K.,Karen,Boyer
37319,20,Some-college,White,Female,12,United-States,<=50K,Hailey,Perry
37320,21,Some-college,White,Female,40,United-States,<=50K,Jon,Smith
37321,50,Bachelors,Asian-Pac-Islander,Male,20,Philippines,<=50K.,Jennifer,Shepherd
37322,31,Assoc-acdm,Asian-Pac-Islander,Male,40,United-States,<=50K,Jared,Moses
37323,39,HS-grad,White,Female,38,United-States,<=50K,Karen,Peterson
37324,36,,White,Male,35,United-States,<=50K.,Anthony,Sullivan
37325,33,8,Black,Male,32,United-States,<=50K,Susan,Yates
37326,20,Some-college,White,Female,40,United-States,<=50K.,John,Ellis
37327,55,Bachelors,White,Male,40,United-States,>50K,Carl,Ellis
37328,18,HS-grad,White,Female,40,United-States,<=50K,Heather,Bender
37329,25,Bachelors,White,Male,40,United-States,<=50K.,Ashley,Luna
37330,31,Bachelors,Black,Female,40,United-States,<=50K.,Carla,Larson
37331,25,HS-grad,White,Female,50,United-States,<=50K.,Michael,Mcgee
37332,61,10th,Black,Female,40,United-States,<=50K.,Richard,Baird
37333,34,HS-grad,White,Male,50,United-States,>50K.,William,Ross
37334,23,Some-college,White,Male,15,United-States,<=50K,Teresa,Joseph
37335,28,HS-grad,White,Male,40,United-States,<=50K.,Kristin,Bond
37336,19,HS-grad,White,Male,40,Portugal,<=50K,Doris,Gonzalez
37337,40,5th-6th,White,Male,30,Mexico,<=50K.,Carolyn,Juarez
37338,22,Bachelors,White,Male,10,United-States,<=50K.,Rachel,Moore
37339,51,HS-grad,White,Male,40,United-States,<=50K,Grace,Cervantes
37340,34,HS-grad,White,Female,35,United-States,<=50K.,Tracy,Ward
37341,23,Some-college,White,Female,45,United-States,<=50K,Teresa,Sosa
37342,34,,White,Female,35,United-States,<=50K.,Joshua,Conway
37343,22,HS-grad,White,Female,46,United-States,<=50K,Victoria,Jackson
37344,50,Some-college,White,Female,40,United-States,<=50K.,Tony,Garcia
37345,54,HS-grad,White,Male,44,United-States,<=50K,Christopher,Vang
37346,49,Doctorate,White,Male,50,United-States,>50K,Mark,Schneider
37347,34,Some-college,White,Male,55,United-States,<=50K,Ralph,Gardner
37348,61,HS-grad,White,Female,36,United-States,<=50K,Scott,Burke
37349,71,Bachelors,White,Male,45,United-States,>50K,Lori,Howard
37350,22,HS-grad,White,Male,40,United-States,<=50K,Mr.,Kevin
37351,27,Some-college,White,Female,40,United-States,<=50K.,Timothy,Ford
37352,27,Bachelors,White,Male,50,United-States,<=50K,Don,Jackson
37353,17,12th,White,Female,23,United-States,<=50K,Dean,Cruz
37354,32,Some-college,Black,Female,40,United-States,<=50K,Michelle,Henderson
37355,30,HS-grad,White,Male,40,United-States,<=50K,Katherine,Kirk
37356,46,Bachelors,White,Male,40,United-States,>50K,Randy,Watson
37357,19,HS-grad,Other,Female,25,Puerto-Rico,<=50K,Peter,Brown
37358,41,HS-grad,White,Male,40,United-States,<=50K,Krista,Curry
37359,48,5th-6th,White,Male,99,United-States,<=50K.,Catherine,Herrera
37360,23,7th-8th,White,Female,40,Mexico,<=50K,Lori,Robertson
37361,27,HS-grad,White,Male,30,United-States,<=50K,Terry,Long
37362,56,Some-college,White,Male,50,United-States,>50K,Mr.,Michael
37363,26,HS-grad,White,Female,40,United-States,<=50K,Katherine,Khan
37364,40,Some-college,White,Female,44,United-States,>50K,Alicia,Palmer
37365,40,Bachelors,White,Male,35,United-States,<=50K,Tracy,Green
37366,70,HS-grad,White,Female,28,United-States,<=50K,Carol,Cabrera
37367,24,Some-college,White,Male,24,United-States,<=50K,David,Fischer
37368,35,Assoc-acdm,White,Male,60,United-States,<=50K,Hannah,Wheeler
37369,39,Bachelors,White,Male,45,United-States,>50K,Theodore,Medina
37370,34,HS-grad,White,Male,45,United-States,<=50K,Marcus,Zamora
37371,26,HS-grad,White,Male,45,United-States,<=50K,Michelle,Herman
37372,46,Some-college,White,Female,40,United-States,>50K.,Dr.,Megan
37373,28,Some-college,White,Male,63,United-States,<=50K,Andrew,Oconnor
37374,59,HS-grad,White,Male,20,England,<=50K,Michael,Terry
37375,19,HS-grad,White,Male,40,United-States,<=50K.,Sabrina,Mccormick
