,hours-per-week,occupation,capital-gain,relationship,education-num,sex,workclass,capital-loss,first_name,last_names
2036,40,Handlers-cleaners,0,Husband,2,Male,Private,0,Mary,Bennett
2037,40,Craft-repair,0,Husband,10,Male,Private,0,Miss,Courtney
2038,50,Other-service,0,Not-in-family,9,Male,Self-emp-not-inc,0,Kayla,Hart
2039,30,?,0,Husband,9,Male,?,0,Austin,Austin
2040,40,Protective-serv,0,Husband,10,Male,Local-gov,0,Hannah,Rodriguez
2041,48,Exec-managerial,0,Wife,10,Female,Private,0,Anthony,Monroe
2042,40,Craft-repair,0,Not-in-family,9,Female,Private,0,Tammy,Joseph
2043,40,Adm-clerical,0,Unmarried,10,Female,Private,0,Felicia,Todd
2044,35,Craft-repair,0,Husband,9,Male,Private,0,Allison,Palmer
2045,84,Transport-moving,0,Husband,9,Male,Private,0,Patricia,Cervantes
2046,58,Exec-managerial,0,Not-in-family,9,Female,Federal-gov,0,Heather,Wolfe
2047,45,Craft-repair,0,Husband,11,Male,Private,0,Sheila,Howard
2048,12,Priv-house-serv,0,Own-child,7,Female,Private,0,Travis,Rodriguez
2049,40,Handlers-cleaners,0,Husband,13,Male,Private,0,William,Sweeney
2050,38,Sales,0,Husband,12,Male,Private,0,Kimberly,Watson
2051,40,Prof-specialty,0,Husband,14,Male,Private,0,Emily,Perry
2052,40,Other-service,0,Not-in-family,10,Female,Private,0,Patrick,Wong
2053,55,Craft-repair,0,Husband,10,Male,Private,0,Arthur,Sullivan
2054,40,Adm-clerical,0,Not-in-family,12,Female,Private,0,Edward,Patel
2055,40,Sales,0,Husband,9,Male,Self-emp-inc,0,Eric,Wu
2056,32,Prof-specialty,7688,Wife,14,Female,Private,0,Ronald,Carpenter
2057,39,Other-service,0,Own-child,10,Female,Private,0,Jessica,Morris
2058,40,Adm-clerical,0,Own-child,9,Female,Private,0,Riley,Dixon
2059,40,Tech-support,0,Husband,11,Male,Private,0,Justin,Andrews
2060,40,?,0,Own-child,11,Male,?,0,Ashley,Wade
2061,60,Sales,2829,Husband,13,Male,Self-emp-not-inc,0,Michaela,Frazier
2062,40,?,0,Not-in-family,10,Female,?,0,Amanda,Everett
2063,40,Adm-clerical,0,Unmarried,9,Female,Federal-gov,0,Chelsea,Bernard
2064,45,Transport-moving,0,Not-in-family,9,Male,Private,0,Jacqueline,Flores
2065,40,Prof-specialty,0,Not-in-family,13,Female,Local-gov,0,Louis,Henderson
2066,40,Other-service,0,Husband,5,Male,Private,0,Nicholas,House
2067,32,Tech-support,0,Unmarried,10,Female,Local-gov,0,Barbara,Morrison
2068,35,Transport-moving,0,Not-in-family,9,Male,Private,0,Kevin,Horton
2069,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Jeff,Mcguire
2070,32,Craft-repair,0,Husband,7,Male,Private,0,Michael,Townsend
2071,40,Transport-moving,0,Husband,10,Male,Private,2179,Jeffrey,Klein
2072,40,Machine-op-inspct,7688,Husband,9,Male,Private,0,Stephen,Elliott
2073,40,Protective-serv,0,Husband,10,Male,State-gov,0,Amy,Schaefer
2074,35,Handlers-cleaners,0,Own-child,9,Male,Private,0,Natasha,Weaver
2075,40,Adm-clerical,0,Wife,10,Female,Private,1902,Michael,Hodges
2076,40,Handlers-cleaners,0,Not-in-family,12,Male,Local-gov,0,Stephanie,Warren
2077,40,?,3411,Husband,11,Male,?,0,Stephanie,Harvey
2078,40,Adm-clerical,0,Husband,13,Male,Private,0,Dr.,Alan
2079,40,Tech-support,0,Husband,10,Male,Federal-gov,0,Gloria,Estes
2080,40,,0,Own-child,10,Female,,0,Nancy,Snyder
2081,30,Other-service,0,Not-in-family,9,Female,Self-emp-not-inc,0,Kimberly,Chavez
2082,30,,0,Own-child,10,Female,,0,Ivan,Myers
2083,40,Handlers-cleaners,0,Husband,9,Male,Federal-gov,0,Courtney,Escobar
2084,55,Prof-specialty,0,Husband,,Male,Self-emp-not-inc,0,Susan,Thompson
2085,55,Exec-managerial,0,Not-in-family,7,Male,Self-emp-not-inc,0,Mrs.,Kristin
2086,40,Exec-managerial,7688,Husband,13,Male,Private,0,Angela,Estrada
2087,30,Prof-specialty,0,Not-in-family,15,Female,Private,0,Monica,Rivera
2088,45,Tech-support,0,Not-in-family,13,Male,Self-emp-not-inc,0,Austin,Anderson
2089,30,?,0,Own-child,10,Female,?,0,Latoya,Steele
2090,40,Adm-clerical,0,Not-in-family,11,Female,Private,0,Chelsea,Thompson
2091,9,Sales,0,Own-child,10,Female,Private,0,Javier,Cohen
2092,30,Other-service,0,Not-in-family,10,Male,Private,0,Zachary,Higgins
2093,38,,0,Not-in-family,10,Male,,0,Jordan,Hodge
2094,50,Craft-repair,0,Not-in-family,13,Male,Private,0,Teresa,Dawson
2095,40,Craft-repair,0,Husband,9,Male,Private,0,Jeremy,Richards
2096,40,Machine-op-inspct,0,Not-in-family,6,Male,Private,1590,Richard,Francis
2097,30,Other-service,1055,Not-in-family,9,Female,Private,0,Jerome,Snyder
2098,55,Exec-managerial,0,Husband,15,Male,Private,1977,April,Perez
2099,50,Prof-specialty,0,Husband,13,Male,Private,0,Brianna,Peterson
2100,46,Other-service,0,Not-in-family,9,Female,Private,0,Michelle,Rose
2101,40,Machine-op-inspct,0,Other-relative,8,Female,Private,0,Lee,Reynolds
2102,47,Exec-managerial,0,Unmarried,9,Female,Private,0,Marie,Kelley
2103,40,Exec-managerial,0,Husband,13,Male,Private,0,Mary,Gonzales
2104,40,Other-service,0,Own-child,10,Female,State-gov,0,Ronnie,Wright
2105,40,?,0,Unmarried,9,Male,?,0,Pamela,Wilkerson
2106,35,Handlers-cleaners,0,Unmarried,10,Male,Private,0,Jeremy,Miller
2107,40,Exec-managerial,0,Not-in-family,14,Female,Private,0,Steve,Garcia
2108,40,Exec-managerial,0,Not-in-family,12,Female,Private,0,Samantha,Webster
2109,40,Prof-specialty,0,Husband,12,Male,Private,0,Leslie,Jennings
2110,50,Exec-managerial,0,Not-in-family,9,Male,Private,0,Kayla,Griffin
2111,40,?,0,Husband,9,Male,?,0,Melissa,Wallace
2112,40,Adm-clerical,0,Not-in-family,13,Female,Private,0,Kelly,Lloyd
2113,40,Adm-clerical,0,Husband,10,Male,Private,0,Hector,Wilson
2114,40,Machine-op-inspct,0,Husband,5,Male,Private,0,Margaret,Allen
2115,40,Transport-moving,0,Husband,9,Male,Private,0,Carl,Jensen
2116,45,Other-service,0,Own-child,9,Male,Local-gov,0,Brett,Nelson
2117,40,Sales,0,Own-child,14,Male,Private,0,Lisa,Bentley
2118,38,Other-service,0,Unmarried,4,Female,Private,0,Heidi,Wallace
2119,60,Other-service,0,Husband,9,Male,Private,0,Michael,Mcknight
2120,38,Prof-specialty,0,Unmarried,11,Female,Private,0,Barry,Diaz
2121,60,Craft-repair,0,Own-child,11,Male,Self-emp-not-inc,0,Kevin,Adams
2122,20,Transport-moving,0,Husband,6,Male,Private,0,Christopher,Whitehead
2123,45,Exec-managerial,0,Not-in-family,12,Male,Private,0,David,Sawyer
2124,24,Other-service,0,Own-child,10,Male,Private,0,Wanda,Miller
2125,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Jeremy,Baldwin
2126,40,Adm-clerical,0,Not-in-family,10,Male,Private,1980,Sarah,Mejia
2127,60,Exec-managerial,0,Husband,10,Male,Private,0,Chelsey,Dickerson
2128,24,Handlers-cleaners,0,Own-child,10,Male,Private,0,Sharon,Ortiz
2129,40,Transport-moving,0,Husband,9,Male,Private,0,Dennis,Gallagher
2130,40,Prof-specialty,0,Not-in-family,16,Male,Private,0,Dakota,Butler
2131,50,Prof-specialty,0,Husband,10,Male,Private,0,Robert,Rogers
2132,20,Priv-house-serv,0,Other-relative,9,Female,Private,0,Jennifer,Glover
2133,60,Prof-specialty,0,Not-in-family,14,Female,Self-emp-not-inc,0,Susan,Gilbert
2134,40,Craft-repair,0,Husband,4,Male,Private,0,Deborah,Butler
2135,40,Sales,0,Not-in-family,10,Female,Private,0,Karen,Miller
2136,40,Transport-moving,0,Husband,9,Male,Private,0,Shawna,Vaughan
2137,60,Exec-managerial,99999,Husband,14,Male,Private,0,Briana,Bush
2138,30,Adm-clerical,0,Not-in-family,10,Female,Local-gov,0,Caitlin,Baxter
2139,40,Adm-clerical,0,Not-in-family,9,Female,Private,0,James,Berry
2140,40,Machine-op-inspct,0,Wife,9,Female,Private,0,Brian,Mays
2141,50,Prof-specialty,0,Not-in-family,13,Female,Private,0,Jessica,Burton
2142,40,Protective-serv,0,Husband,13,Male,Private,0,Annette,Murray
2143,40,Exec-managerial,0,Husband,9,Male,Self-emp-inc,0,Brian,Estes
2144,50,Sales,0,Own-child,10,Female,Private,0,Paige,Reynolds
2145,18,Sales,0,Husband,,Male,Private,0,Gary,Griffin
2146,40,Protective-serv,0,Not-in-family,9,Male,Local-gov,0,Dennis,West
2147,40,Exec-managerial,0,Not-in-family,13,Female,Private,0,Jamie,Tyler
2148,40,Exec-managerial,0,Husband,14,Male,State-gov,0,Madison,Lane
2149,40,Handlers-cleaners,0,Own-child,13,Male,Local-gov,0,Dennis,Carter
2150,40,Other-service,0,Not-in-family,9,Male,Private,0,Kevin,Patterson
2151,40,Adm-clerical,0,Not-in-family,10,Male,Local-gov,0,Robyn,Waters
2152,40,Adm-clerical,0,Not-in-family,13,Male,Private,1741,Troy,Rhodes
2153,50,Prof-specialty,15024,Husband,16,Male,Private,0,Allison,Gilmore
2154,70,Tech-support,0,Husband,11,Male,Private,0,James,Melendez
2155,38,Machine-op-inspct,0,Unmarried,13,Female,Private,0,Connie,Simmons
2156,40,Exec-managerial,0,Husband,14,Male,Private,2392,Mary,George
2157,24,,2105,Husband,9,Male,,0,Joshua,Walsh
2158,32,Exec-managerial,0,Husband,13,Male,Private,0,Shawn,Nelson
2159,15,Protective-serv,0,Wife,9,Female,Private,0,Regina,Snow
2160,60,Exec-managerial,0,Husband,9,Male,Private,0,Janet,Johnson
2161,70,Handlers-cleaners,0,Other-relative,9,Male,Private,0,Amanda,Barton
2162,24,,0,Own-child,7,Male,,0,Shannon,Smith
2163,50,Craft-repair,0,Husband,9,Male,Private,0,Gloria,Anderson
2164,40,Adm-clerical,0,Own-child,9,Female,Federal-gov,0,Alison,Nicholson
2165,50,Sales,0,Husband,9,Male,Private,0,April,Johnson
2166,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Kelli,Hays
2167,50,Adm-clerical,0,Husband,13,Male,Private,0,Jonathan,Bridges
2168,50,Prof-specialty,7896,Not-in-family,16,Female,Local-gov,0,Dr.,Robert
2169,30,Exec-managerial,0,Wife,7,Female,Self-emp-not-inc,0,Mark,Sullivan
2170,50,Sales,0,Husband,9,Male,Private,0,Katelyn,Shelton
2171,40,Craft-repair,0,Own-child,13,Male,Self-emp-not-inc,0,Jennifer,Sheppard
2172,53,Machine-op-inspct,4416,Own-child,9,Male,Private,0,Martin,Kelly
2173,40,Adm-clerical,0,Not-in-family,13,Female,Private,0,John,Lopez
2174,50,Exec-managerial,4386,Husband,13,Male,Self-emp-not-inc,0,Reginald,Thomas
2175,55,Sales,0,Husband,10,Male,Private,0,Willie,Hooper
2176,30,Adm-clerical,0,Unmarried,9,Female,Private,0,Shelley,Morris
2177,35,Tech-support,0,Own-child,7,Female,Private,0,Latoya,Daniel
2178,45,Craft-repair,0,Husband,10,Male,Private,0,Amanda,Jones
2179,15,Prof-specialty,0,Own-child,10,Female,State-gov,0,Regina,Edwards
2180,60,Exec-managerial,6849,Not-in-family,13,Male,Private,0,Timothy,Riley
2181,40,Machine-op-inspct,0,Unmarried,9,Female,Private,0,Henry,Galvan
2182,40,Sales,0,Not-in-family,9,Female,Private,0,Joe,Hammond
2183,27,?,0,Not-in-family,9,Female,?,0,Lauren,Leblanc
2184,37,?,0,Husband,9,Male,?,0,Maureen,Norton
2185,60,Exec-managerial,0,Wife,9,Female,Private,0,Kathy,Sanchez
2186,40,Adm-clerical,0,Husband,9,Male,Private,0,Julian,Shepherd
2187,50,Prof-specialty,3325,Not-in-family,10,Female,Private,0,Julie,Parker
2188,40,Adm-clerical,0,Husband,10,Male,Private,0,Katelyn,Burke
2189,50,Exec-managerial,0,Not-in-family,12,Female,Private,0,James,Potts
2190,50,Exec-managerial,0,Not-in-family,13,Male,Self-emp-not-inc,0,Erin,Arnold
2191,45,Exec-managerial,0,Not-in-family,14,Female,Private,0,Gerald,Yang
2192,30,Prof-specialty,0,Not-in-family,14,Male,Self-emp-not-inc,0,Sara,Phelps
2193,40,Tech-support,0,Not-in-family,8,Male,Private,0,Hayley,Collins
2194,30,Transport-moving,0,Own-child,,Male,Private,0,Lindsey,Chan
2195,40,Prof-specialty,0,Not-in-family,13,Male,Federal-gov,0,Sandra,Mack
2196,40,Tech-support,0,Husband,10,Male,Private,0,Suzanne,Clark
2197,45,Prof-specialty,0,Not-in-family,14,Female,Private,0,Christopher,Cunningham
2198,40,Exec-managerial,0,Wife,10,Female,State-gov,0,Timothy,Stanton
2199,40,Other-service,0,Husband,10,Male,Private,0,Neil,Morales
2200,42,Other-service,0,Other-relative,12,Male,Private,0,Erin,Clarke
2201,30,Prof-specialty,0,Not-in-family,13,Female,Federal-gov,0,Nicole,Taylor
2202,50,Other-service,0,Not-in-family,10,Male,State-gov,0,Taylor,Wade
2203,18,Machine-op-inspct,0,Wife,10,Female,Private,0,Tanya,Sanchez
2204,40,Adm-clerical,0,Unmarried,10,Female,Local-gov,0,Richard,Graham
2205,50,Exec-managerial,0,Husband,9,Male,Private,0,Rebekah,Holmes
2206,40,?,0,Own-child,9,Male,?,0,Anna,Ramirez
2207,36,?,0,Unmarried,5,Female,?,0,Megan,Huffman
2208,50,Prof-specialty,0,Husband,13,Male,Local-gov,0,Thomas,Smith
2209,45,Adm-clerical,2174,Own-child,10,Female,Private,0,Molly,Gonzalez
2210,25,Other-service,0,Not-in-family,9,Female,Private,0,Helen,Moore
2211,45,Exec-managerial,0,Own-child,10,Male,Self-emp-not-inc,0,Dawn,Woodward
2212,40,Prof-specialty,0,Husband,11,Male,State-gov,0,Vanessa,Jackson
2213,50,Exec-managerial,0,Husband,14,Male,Private,0,Deanna,Smith
2214,6,Sales,0,Husband,10,Male,Self-emp-not-inc,0,Donna,Malone
2215,15,Sales,0,Husband,10,Male,Private,0,Natalie,Garcia
2216,40,Tech-support,0,Husband,9,Male,Private,0,Mrs.,Elizabeth
2217,55,Protective-serv,0,Husband,13,Male,Local-gov,0,Kevin,Baxter
2218,50,Sales,0,Husband,13,Male,Self-emp-not-inc,0,Joanna,Cantrell
2219,25,,1455,Husband,15,Male,,0,Rachel,Warren
2220,35,Other-service,0,Own-child,10,Female,Private,0,Dawn,Wilson
2221,45,Sales,10520,Not-in-family,14,Male,Self-emp-not-inc,0,Danielle,Campbell
2222,8,Adm-clerical,0,Not-in-family,10,Female,Private,0,John,Baker
2223,40,Exec-managerial,0,Not-in-family,10,Female,Self-emp-inc,0,Chloe,Wagner
2224,40,Adm-clerical,7298,Husband,10,Male,Private,0,Joshua,Becker
2225,40,Machine-op-inspct,0,Husband,9,Male,State-gov,0,Austin,Moore
2226,50,Other-service,0,Unmarried,9,Female,Self-emp-not-inc,0,Jose,Manning
2227,40,Prof-specialty,7978,Not-in-family,14,Female,Self-emp-not-inc,0,Amy,Richardson
2228,45,Sales,0,Unmarried,13,Female,Private,0,Jesse,Lawrence
2229,38,Prof-specialty,0,Not-in-family,14,Male,Private,0,Ruth,Hanson
2230,20,Sales,0,Own-child,10,Female,Private,0,William,Gordon
2231,45,Handlers-cleaners,0,Husband,10,Male,Private,0,Andrew,Booth
2232,16,Machine-op-inspct,0,Own-child,9,Female,Private,0,Joshua,Doyle
2233,8,Sales,0,Own-child,6,Male,Private,0,Alexander,Harrison
2234,40,Transport-moving,0,Husband,9,Male,Private,0,Ashley,Lynch
2235,20,Other-service,0,Other-relative,6,Female,Private,0,Aaron,Summers
2236,50,Exec-managerial,0,Not-in-family,13,Female,Private,0,Louis,Holloway
2237,40,Other-service,0,Not-in-family,9,Female,Private,0,Mrs.,Melanie
2238,30,Handlers-cleaners,0,Own-child,9,Male,Private,0,Catherine,Berry
2239,40,Prof-specialty,0,Unmarried,12,Female,Federal-gov,0,Gregory,Marks
2240,15,Farming-fishing,0,Husband,10,Male,Self-emp-not-inc,0,Jeanne,Perez
2241,30,Exec-managerial,0,Unmarried,13,Female,Private,0,Matthew,Chase
2242,40,Other-service,0,Own-child,9,Male,Local-gov,0,Jeffrey,Reese
2243,40,Transport-moving,0,Husband,1,Male,Self-emp-not-inc,0,Rebecca,Sutton
2244,40,Prof-specialty,0,Not-in-family,13,Male,Federal-gov,0,Joshua,Hale
2245,40,Adm-clerical,0,Husband,11,Male,Private,0,Jason,Baker
2246,40,Sales,0,Own-child,9,Male,Private,0,Suzanne,Wood
2247,40,Prof-specialty,0,Not-in-family,15,Male,Private,0,Matthew,Hickman
2248,16,?,0,Own-child,10,Male,?,0,Rita,Fox
2249,40,Machine-op-inspct,0,Husband,10,Male,Private,0,Audrey,Ford
2250,45,Exec-managerial,0,Not-in-family,13,Female,State-gov,0,Timothy,Mcintyre
2251,45,Tech-support,0,Husband,10,Male,Private,0,Monica,Juarez
2252,60,Exec-managerial,0,Husband,13,Male,Self-emp-inc,1902,Devin,Bell
2253,40,Sales,0,Not-in-family,13,Female,Private,0,Miguel,Neal
2254,45,Exec-managerial,0,Husband,13,Male,Private,0,Pedro,Figueroa
2255,40,Craft-repair,0,Husband,9,Male,Private,0,John,Morgan
2256,40,Handlers-cleaners,0,Husband,5,Male,Private,0,Stephanie,Macias
2257,50,Other-service,0,Wife,9,Female,Private,0,Kimberly,Webb
2258,35,Tech-support,0,Not-in-family,13,Female,Private,0,Jacob,Moore
2259,70,Exec-managerial,0,Husband,14,Male,Private,0,Dale,King
2260,40,?,0,Own-child,9,Male,?,0,Amber,Heath
2261,40,Handlers-cleaners,0,Husband,10,Male,Private,0,Miss,Abigail
2262,40,Sales,0,Husband,10,Male,Private,0,Juan,Douglas
2263,25,Other-service,0,Not-in-family,10,Female,Private,0,Andrew,Mccormick
2264,60,Adm-clerical,0,Not-in-family,13,Male,Private,0,Tim,Hogan
2265,40,Adm-clerical,0,Not-in-family,9,Female,Private,0,Lisa,Evans
2266,50,Craft-repair,0,Husband,10,Male,Private,0,Matthew,Wilson
2267,40,Other-service,0,Unmarried,5,Female,Private,0,William,Henderson
2268,60,Prof-specialty,0,Husband,14,Male,State-gov,0,Kayla,Woods
2269,45,Adm-clerical,0,Other-relative,9,Female,Private,0,Colton,Boyd
2270,40,Prof-specialty,0,Not-in-family,13,Female,Private,0,Brent,Lang
2271,56,Exec-managerial,0,Husband,9,Male,Local-gov,0,Seth,Marsh
2272,50,Sales,4386,Husband,10,Male,Private,0,Karen,Wilkins
2273,50,Prof-specialty,15024,Wife,14,Female,Private,0,Meagan,Ellison
2274,50,Prof-specialty,0,Own-child,13,Male,Private,0,Jason,Chung
2275,35,Exec-managerial,0,Unmarried,14,Female,Local-gov,0,Kevin,Schroeder
2276,40,,0,Husband,10,Male,,0,Rebecca,Mccullough
2277,40,Machine-op-inspct,3103,Husband,9,Male,Private,0,Hannah,Roberts
2278,40,Craft-repair,0,Husband,13,Male,Private,1740,Brett,Griffith
2279,39,Other-service,0,Unmarried,9,Female,Private,0,Theresa,Martinez
2280,45,Sales,0,Not-in-family,11,Male,Private,0,Jay,Mcgrath
2281,50,Machine-op-inspct,5178,Husband,9,Male,Private,0,Tammy,Harris
2282,35,Handlers-cleaners,0,Other-relative,7,Male,Local-gov,0,Corey,Garcia
2283,45,Prof-specialty,0,Husband,14,Male,Local-gov,0,Tiffany,Shaw
2284,8,Sales,0,Not-in-family,10,Female,State-gov,0,Sonya,Clarke
2285,40,Exec-managerial,0,Husband,10,Male,Self-emp-inc,0,Nathan,Finley
2286,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Allison,Harris
2287,38,Sales,0,Unmarried,9,Female,Private,0,Dominique,Johnston
2288,50,Craft-repair,0,Not-in-family,6,Male,Private,0,Alice,Smith
2289,40,Other-service,0,Not-in-family,9,Male,Local-gov,0,Angela,Ray
2290,45,Machine-op-inspct,0,Husband,9,Male,Private,0,Mackenzie,Burns
2291,40,Prof-specialty,0,Husband,10,Male,Federal-gov,0,Jason,Summers
2292,40,Transport-moving,0,Unmarried,7,Female,Private,0,Cindy,Fleming
2293,40,Exec-managerial,0,Husband,13,Male,Private,0,Marissa,Evans
2294,40,Other-service,0,Not-in-family,10,Female,Private,0,Brittany,Cruz
2295,30,?,0,Husband,7,Male,?,0,Sarah,Kaiser
2296,40,Other-service,0,Unmarried,9,Male,Private,0,Paul,Chen
2297,60,Prof-specialty,0,Not-in-family,14,Female,Local-gov,2258,Danielle,Browning
2298,40,Tech-support,0,Own-child,13,Female,Private,0,Courtney,Richards
2299,25,Exec-managerial,0,Wife,10,Female,Private,0,Phillip,Hughes
2300,40,Tech-support,0,Husband,9,Male,Private,1887,Christopher,Bryant
2301,37,Prof-specialty,0,Own-child,13,Female,Private,0,Diane,Alvarez
2302,35,Priv-house-serv,0,Wife,9,Female,Private,0,John,Rivas
2303,45,Exec-managerial,7298,Husband,14,Male,Private,0,Allison,Morris
2304,40,Exec-managerial,0,Husband,10,Male,State-gov,0,Eric,Pineda
2305,23,Other-service,0,Wife,10,Female,Private,0,Dr.,Johnathan
2306,35,Adm-clerical,0,Not-in-family,13,Female,Private,0,Chelsea,Hernandez
2307,55,Prof-specialty,0,Husband,14,Male,Private,0,Ricky,Smith
2308,50,Sales,5178,Husband,9,Male,Private,0,Tonya,Espinoza
2309,40,Machine-op-inspct,0,Not-in-family,11,Male,Private,0,Kristin,Wilson
2310,40,?,0,Unmarried,10,Female,?,0,James,Gray
2311,40,Tech-support,0,Husband,11,Male,Private,0,Jesse,Fuller
2312,20,Other-service,0,Unmarried,9,Female,State-gov,0,Tricia,Hanson
2313,38,Sales,0,Unmarried,9,Female,Private,0,Wanda,Walker
2314,40,Sales,0,Husband,9,Male,Private,0,Dylan,Young
2315,40,Adm-clerical,0,Not-in-family,9,Male,Private,0,Claire,Carter
2316,60,Sales,15024,Husband,10,Male,Self-emp-inc,0,Veronica,Allen
2317,45,Exec-managerial,0,Husband,13,Male,Private,0,Madison,Horne
2318,53,?,0,Own-child,7,Male,?,0,Alicia,Ayers
2319,40,Adm-clerical,0,Husband,10,Male,Private,0,Nicholas,Hoover
2320,40,Handlers-cleaners,0,Not-in-family,,Male,Private,0,Joshua,Joseph
2321,45,Craft-repair,1506,Unmarried,10,Female,Private,0,Nicole,Bender
2322,40,Adm-clerical,0,Unmarried,9,Female,Private,0,Seth,Perez
2323,60,Craft-repair,0,Husband,4,Male,Private,0,Matthew,Bishop
2324,35,Craft-repair,3103,Husband,10,Male,Self-emp-not-inc,0,Rachel,Chavez
2325,40,Machine-op-inspct,0,Wife,5,Female,Private,0,Lisa,Bennett
2326,55,Protective-serv,0,Husband,9,Male,State-gov,0,Dawn,Armstrong
2327,40,Sales,0,Not-in-family,9,Male,Self-emp-not-inc,0,Scott,Ballard
2328,35,Craft-repair,0,Unmarried,7,Male,Private,0,Cynthia,Green
2329,40,Exec-managerial,0,Not-in-family,12,Female,Local-gov,0,Margaret,Cook
2330,40,Farming-fishing,0,Unmarried,7,Male,Self-emp-not-inc,0,Lynn,Walsh
2331,40,Machine-op-inspct,0,Not-in-family,9,Male,Private,0,Becky,Allen
2332,23,Sales,0,Own-child,9,Female,Private,0,Spencer,Griffin
2333,50,Adm-clerical,0,Husband,9,Male,Private,0,George,Cherry
2334,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Joe,Mason
2335,27,Other-service,0,Own-child,10,Male,Private,0,Katherine,Keller
2336,15,,0,Husband,9,Male,,0,Christopher,Davidson
2337,20,Other-service,0,Other-relative,10,Female,Private,0,Paul,Schmidt
2338,15,Prof-specialty,2463,Not-in-family,13,Male,Private,0,Melissa,Reynolds
2339,45,Exec-managerial,0,Not-in-family,10,Male,Private,0,Melissa,Miles
2340,40,Transport-moving,0,Husband,10,Male,Private,0,Danielle,Brown
2341,60,Farming-fishing,0,Own-child,9,Male,Private,0,Teresa,Hanna
2342,45,Handlers-cleaners,0,Husband,7,Male,Private,0,Lee,Acosta
2343,8,?,0,Husband,3,Male,?,0,Timothy,Martin
2344,40,Adm-clerical,0,Not-in-family,9,Male,Private,0,Samantha,Clark
2345,45,Exec-managerial,0,Own-child,13,Female,Private,0,Wanda,Reed
2346,40,Handlers-cleaners,0,Husband,10,Male,Private,0,Jay,Douglas
2347,38,Adm-clerical,0,Unmarried,9,Female,Private,0,Kristen,Powers
2348,60,Prof-specialty,0,Husband,15,Male,Self-emp-not-inc,0,Elaine,Byrd
2349,40,Handlers-cleaners,0,Own-child,5,Male,Private,0,Kimberly,Mccarthy
2350,40,Exec-managerial,7688,Husband,13,Male,State-gov,0,David,Waters
2351,20,?,0,Husband,12,Male,?,0,Tanya,Rich
2352,40,Craft-repair,0,Husband,9,Male,State-gov,0,Timothy,Henderson
2353,53,Adm-clerical,0,Not-in-family,9,Male,Private,0,Patrick,Cole
2354,50,Farming-fishing,0,Husband,10,Male,Self-emp-not-inc,0,Allison,Brooks
2355,40,Tech-support,0,Husband,10,Male,Private,0,Elizabeth,Gutierrez
2356,39,Exec-managerial,0,Husband,13,Male,Federal-gov,0,Thomas,Velez
2357,38,Prof-specialty,0,Wife,14,Female,State-gov,0,Melissa,Holmes
2358,40,Adm-clerical,0,Not-in-family,5,Male,Private,0,John,Bennett
2359,60,Sales,0,Husband,9,Male,Self-emp-not-inc,0,Cynthia,Foster
2360,45,Craft-repair,0,Husband,12,Male,Private,0,Felicia,Schwartz
2361,60,Adm-clerical,0,Husband,9,Male,Private,0,Randy,Griffin
2362,40,Craft-repair,0,Husband,6,Male,Private,0,Jessica,Larson
2363,60,Prof-specialty,0,Not-in-family,13,Female,Self-emp-not-inc,0,James,Hampton
2364,28,Sales,0,Own-child,10,Female,Private,0,Gene,Johnson
2365,60,Prof-specialty,99999,Not-in-family,13,Female,Private,0,Gregory,Reyes
2366,32,Adm-clerical,0,Wife,10,Female,Private,0,Jeffery,Lloyd
2367,20,Exec-managerial,0,Own-child,10,Female,Private,0,Karina,Wright
2368,40,Exec-managerial,0,Husband,13,Male,Private,0,Kevin,Hill
2369,35,Prof-specialty,0,Own-child,14,Male,Local-gov,0,Meghan,Fernandez
2370,48,Handlers-cleaners,0,Other-relative,9,Male,Private,0,Erica,Perez
2371,40,?,0,Husband,4,Male,?,0,Amy,Arnold
2372,40,Protective-serv,0,Not-in-family,10,Female,Local-gov,0,Krystal,Rivera
2373,40,Craft-repair,0,Husband,9,Male,Private,0,James,Suarez
2374,45,Exec-managerial,0,Husband,10,Male,Private,0,Sarah,Liu
2375,40,Farming-fishing,2463,Unmarried,7,Male,Private,0,Mrs.,Megan
2376,48,Sales,0,Husband,9,Male,Private,0,Rodney,Matthews
2377,55,Exec-managerial,0,Husband,10,Male,Self-emp-not-inc,0,Crystal,Garcia
2378,50,Craft-repair,0,Unmarried,11,Male,Private,0,Jennifer,Acevedo
2379,40,Craft-repair,0,Husband,12,Male,Private,0,Brittney,Lang
2380,40,Farming-fishing,0,Husband,4,Male,Private,0,Lindsey,Gomez
2381,30,Other-service,0,Not-in-family,9,Female,Private,0,Angel,Thomas
2382,50,Exec-managerial,0,Husband,9,Male,Private,0,Makayla,Wall
2383,35,Other-service,0,Own-child,9,Male,Private,0,Eric,Kline
2384,43,Transport-moving,0,Unmarried,9,Female,Local-gov,0,Janet,Brown
2385,40,Prof-specialty,0,Not-in-family,13,Male,Private,0,Robert,Chan
2386,40,Other-service,0,Own-child,10,Female,State-gov,0,Elizabeth,Mcdonald
2387,40,Craft-repair,0,Husband,9,Male,Private,0,William,Gonzales
